OA11CD,Total,English,Welsh/Cymraeg (in England only),Other UK language: Total,Other UK language: Gaelic (Irish),Other UK language: Gaelic (Scottish),Other UK language: Manx Gaelic,Other UK language: Gaelic (Not otherwise specified),Other UK language: Cornish,Other UK language: Scots,Other UK language: Gypsy/Traveller languages,French,Portuguese,Spanish,Other European Language (EU): Total,Other European Language (EU): Italian,Other European Language (EU): German,Other European Language (EU): Polish,Other European Language (EU): Slovak,Other European Language (EU): Czech,Other European Language (EU): Romanian,Other European Language (EU): Lithuanian,Other European Language (EU): Latvian,Other European Language (EU): Hungarian,Other European Language (EU): Bulgarian,Other European Language (EU): Greek,Other European Language (EU): Dutch,Other European Language (EU): Swedish,Other European Language (EU): Danish,Other European Language (EU): Finnish,Other European Language (EU): Estonian,Other European Language (EU): Slovenian,Other European Language (EU): Maltese,Other European Language (EU): Any other European Language (EU),Other European Language (non EU): Total,Other European Language (non EU): Albanian,Other European Language (non EU): Serbian/Croatian/Bosnian,Other European Language (non EU): Ukrainian,Other European Language (non EU): Any other Eastern European Language (non EU),Other European Language (non EU): Northern European Language (non EU),Other European Language (non-national): Total,Other European Language (non-national): Romani language (any),Other European Language (non-national): Yiddish,Russian,Turkish,Arabic,West/Central Asian Language: Total,West/Central Asian Language: Hebrew,West/Central Asian Language: Kurdish,West/Central Asian Language: Persian/Farsi,West/Central Asian Language: Pashto,West/Central Asian Language: West/Central Asian Language (all other),South Asian Language: Total,South Asian Language: Urdu,South Asian Language: Hindi,South Asian Language: Panjabi,South Asian Language: Pakistani Pahari (with Mirpuri and Potwari),South Asian Language: Bengali (with Sylheti and Chatgaya),South Asian Language: Gujarati,South Asian Language: Marathi,South Asian Language: Telugu,South Asian Language: Tamil,South Asian Language: Malayalam,South Asian Language: Sinhala,South Asian Language: Nepalese,South Asian Language: South Asian Language (all other),East Asian Language: Total,East Asian Language: Mandarin Chinese,East Asian Language: Cantonese Chinese,East Asian Language: All other Chinese,East Asian Language: Japanese,East Asian Language: Korean,East Asian Language: Vietnamese,East Asian Language: Thai,East Asian Language: Malay,East Asian Language: Tagalog/Filipino,East Asian Language: East Asian Language (all other),Oceanic/Australian language (any),North/South American language (any),Caribbean Creole: Total,Caribbean Creole: Caribbean Creole (English-based),Caribbean Creole: Caribbean Creole (all other),African Language: Total,African Language: Amharic,African Language: Tigrinya,African Language: Somali,African Language: Krio,African Language: Akan,African Language: Yoruba,African Language: Igbo,African Language: Swahili/Kiswahili,African Language: Luganda,African Language: Lingala,African Language: Shona,African Language: Afrikaans,African Language: Any other Nigerian language,African Language: West African language (all other),African Language: African language (all other),Other Languages: Total,Other Languages: All other languages,Sign Language: Total,Sign Language: British sign language,Sign Language: Sign Language (all other),Sign Language: Any Sign Communication System
E00016714,283,210,0,0,0,0,0,0,0,0,0,4,7,12,14,4,3,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,2,11,0,0,0,0,0,0,0,0,0,0,0,10,0,2,4,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
E00016715,319,276,0,0,0,0,0,0,0,0,0,1,5,3,14,1,0,1,1,1,0,4,0,1,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
E00016675,218,128,0,1,0,0,0,1,0,0,0,15,11,14,21,1,0,12,0,0,0,0,0,2,0,2,0,1,2,0,0,0,0,1,2,0,1,0,0,1,0,0,0,2,1,0,7,0,5,2,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,1,7,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
E00016677,498,344,0,2,0,0,0,2,0,0,0,15,9,6,38,8,3,8,0,0,4,4,0,3,3,2,3,0,0,0,0,0,0,0,6,2,0,1,0,3,0,0,0,9,1,1,6,0,0,3,2,1,6,0,3,0,0,3,0,0,0,0,0,0,0,0,54,2,9,29,0,4,7,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016683,289,201,0,0,0,0,0,0,0,0,0,9,9,3,31,4,2,9,4,0,2,4,0,4,0,0,0,1,1,0,0,0,0,0,6,2,3,0,1,0,0,0,0,1,1,3,4,0,2,2,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,1,8,0,2,0,0,0,1,0,1,4,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
E00016697,348,273,0,1,0,0,0,1,0,0,0,7,4,5,10,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,3,0,0,0,7,12,0,0,3,0,0,7,0,0,2,0,0,0,0,0,0,11,0,0,3,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
E00173940,340,294,0,0,0,0,0,0,0,0,0,3,0,2,11,1,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,12,0,0,0,3,9,0,0,0,0,0,0,0,0,7,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0
E00173949,374,258,1,0,0,0,0,0,0,0,0,8,15,13,31,1,6,8,0,0,2,9,1,2,0,0,0,1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,2,3,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,28,3,5,8,0,0,9,0,1,0,2,0,0,0,0,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
E00016684,220,153,0,0,0,0,0,0,0,0,0,5,5,5,23,3,3,8,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,17,0,3,7,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
E00016687,170,127,0,1,0,0,0,0,0,1,0,1,6,0,13,0,2,4,0,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,2,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,2,0,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016694,318,240,0,0,0,0,0,0,0,0,0,2,2,9,13,5,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,5,0,1,4,0,0,9,0,0,0,0,0,2,0,0,7,0,0,0,0,19,0,7,5,0,0,4,0,0,3,0,0,0,0,0,0,15,0,1,6,1,1,3,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0
E00016718,246,196,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,0,0,9,2,0,0,0,0,0,0,0,7,0,0,0,0,11,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,6,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
E00016721,232,183,0,0,0,0,0,0,0,0,0,2,4,0,13,5,0,2,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,11,0,1,2,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
E00016723,255,192,0,0,0,0,0,0,0,0,0,9,11,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,2,0,2,0,0,0,6,4,0,0,0,0,0,0,0,2,0,0,0,0,11,0,7,1,0,0,2,0,1,0,0,0,0,0,0,0,13,0,0,4,0,0,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
E00016679,310,273,0,0,0,0,0,0,0,0,0,1,2,0,5,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,1,0,0,0,8,8,0,7,0,0,1,0,2,1,1,0,0,1,0,0,1,0,0,2,2,2,1,1,0
E00016689,258,235,0,0,0,0,0,0,0,0,0,1,1,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
E00016693,338,275,0,0,0,0,0,0,0,0,0,2,5,10,10,0,2,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,8,0,0,0,0,5,0,0,0,2,0,1,0,0,13,0,4,8,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
E00016701,221,182,0,0,0,0,0,0,0,0,0,1,1,6,18,1,1,8,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
E00173939,204,172,0,0,0,0,0,0,0,0,0,13,1,0,4,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016210,330,258,0,0,0,0,0,0,0,0,0,3,1,8,19,1,2,6,0,2,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,1,0,0,0,0,14,2,0,6,0,0,3,0,2,1,0,0,0,0,0,0,15,0,0,1,0,2,1,8,0,0,0,0,0,2,1,0,2,2,0,0,0,0
E00016239,312,242,0,0,0,0,0,0,0,0,0,9,8,4,21,2,1,3,2,5,0,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,8,0,6,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
E00016240,166,140,0,0,0,0,0,0,0,0,0,8,1,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016241,279,228,0,0,0,0,0,0,0,0,0,3,1,5,8,2,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,7,0,0,0,0,3,0,0,0,4,0,0,0,0,18,0,5,11,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00016245,261,197,0,0,0,0,0,0,0,0,0,4,7,6,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,1,6,5,0,0,0,1,0,0,0,0,0,0,0,0,22,2,8,3,0,0,7,0,0,2,0,0,0,0,0,0,10,1,0,4,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E00016211,253,215,0,0,0,0,0,0,0,0,0,3,6,7,7,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
E00016213,348,280,0,1,1,0,0,0,0,0,0,17,7,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,12,3,0,2,1,0,3,1,0,2,0,0,0,0,0,0,8,0,0,3,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
E00016244,353,298,0,1,1,0,0,0,0,0,0,6,7,13,13,2,2,3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,6,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016250,261,229,0,1,1,0,0,0,0,0,0,14,2,2,7,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00174011,101,60,0,0,0,0,0,0,0,0,0,2,1,2,8,1,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,7,0,11,8,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00174032,487,404,1,0,0,0,0,0,0,0,0,4,8,27,29,6,6,1,0,0,1,0,0,1,4,0,1,5,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E00174033,120,109,0,1,1,0,0,0,0,0,0,4,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00016216,318,273,0,0,0,0,0,0,0,0,0,3,1,1,23,3,3,5,0,0,1,0,0,2,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
E00016236,356,243,0,0,0,0,0,0,0,0,0,9,13,18,36,2,4,16,0,0,2,0,0,0,0,3,5,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,1,2,0,0,2,0,0,14,3,0,0,0,2,0,0,6,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,3,0,0
E00016246,328,262,0,2,2,0,0,0,0,0,0,5,0,1,14,0,2,1,0,0,2,3,0,0,0,2,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,6,0,2,0,0,0,0,2,10,0,0,1,0,5,0,0,0,4,0,0,0,0,9,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,1,0,1,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E00016248,304,254,0,0,0,0,0,0,0,0,0,6,1,2,22,1,3,9,0,0,2,2,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016252,353,308,0,0,0,0,0,0,0,0,0,2,0,6,10,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
E00016214,369,312,0,0,0,0,0,0,0,0,0,8,2,0,27,7,4,9,0,0,0,0,0,1,0,3,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,4,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,7,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
E00016215,297,259,0,1,1,0,0,0,0,0,0,4,1,0,19,3,1,7,0,0,3,2,0,0,0,0,1,2,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E00016217,390,355,0,0,0,0,0,0,0,0,0,3,1,2,7,3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
E00016237,283,237,0,0,0,0,0,0,0,0,0,3,0,8,7,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,0,4,0,0,0,0,0,1,5,0,6,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016247,267,245,0,0,0,0,0,0,0,0,0,2,1,3,10,4,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
E00016253,299,245,0,0,0,0,0,0,0,0,0,9,5,6,14,3,3,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016209,406,333,0,0,0,0,0,0,0,0,0,14,3,9,9,2,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,16,4,3,4,2,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0
E00016235,273,211,0,0,0,0,0,0,0,0,0,5,3,9,17,0,0,3,4,1,0,0,0,4,0,1,2,1,0,0,1,0,0,0,6,2,4,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,4,5,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016238,379,312,0,1,1,0,0,0,0,0,0,8,5,5,16,3,0,8,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,0,1,0,0,1,0,0,11,6,0,0,0,3,0,0,0,1,0,1,0,0,11,3,1,2,1,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E00173941,553,429,2,0,0,0,0,0,0,0,0,7,7,4,26,5,4,5,1,0,0,0,0,0,3,0,2,5,0,1,0,0,0,0,10,0,0,0,0,10,0,0,0,3,1,1,3,0,2,0,0,1,6,3,0,0,0,2,1,0,0,0,0,0,0,0,51,3,6,9,30,1,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
E00173942,252,144,0,0,0,0,0,0,0,0,0,7,4,1,28,3,9,5,0,0,0,0,0,4,1,4,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,3,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,37,0,4,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00016881,228,167,0,1,1,0,0,0,0,0,0,8,3,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,5,1,0,1,0,0,0,11,2,0,0,0,3,0,0,0,4,0,2,0,0,14,0,0,10,0,0,3,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016915,262,190,0,0,0,0,0,0,0,0,0,6,12,5,18,2,1,8,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,0,2,1,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,11,1,2,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016916,334,267,0,0,0,0,0,0,0,0,0,7,4,11,7,0,0,2,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,6,1,0,1,0,0,0,0,0,0,0,0,0,20,0,0,7,1,0,3,5,1,0,0,0,0,1,1,1,0,0,0,0,0,0
E00016920,325,257,0,0,0,0,0,0,0,0,0,5,1,9,11,0,1,1,0,0,6,0,1,0,1,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,9,0,0,6,1,0,0,0,0,0,0,0,0,14,0,0,9,0,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0
E00173950,253,170,0,0,0,0,0,0,0,0,0,8,4,10,18,4,0,5,2,0,0,3,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,3,1,0,0,0,1,0,4,0,0,0,0,1,0,0,0,1,0,0,2,0,25,9,3,3,0,0,7,0,0,1,2,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
E00173951,303,242,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,5,3,5,0,0,3,2,0,12,0,0,0,0,2,1,0,0,7,0,0,1,1,12,0,2,2,0,0,8,0,0,0,0,0,0,0,0,0,10,0,2,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
E00016921,290,218,0,0,0,0,0,0,0,0,0,4,7,6,24,4,0,12,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,0,1,2,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,10,0,1,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00016922,303,243,0,0,0,0,0,0,0,0,0,11,2,3,19,1,1,4,0,0,0,2,0,0,1,2,0,7,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0,1,0,2,0,0,0,1,0,2,1,0,0,0,1,1,0,0
E00016923,365,284,0,0,0,0,0,0,0,0,0,16,6,4,11,0,0,3,0,1,1,0,1,2,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,2,0,1,4,3,0,0,1,0,2,0,0,2,3,3,0,0,0,0
E00016925,416,335,1,0,0,0,0,0,0,0,0,11,5,7,42,5,2,8,0,0,0,3,1,0,2,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,5,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
E00016926,314,272,0,0,0,0,0,0,0,0,0,9,1,2,14,1,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
E00016917,468,340,0,0,0,0,0,0,0,0,0,10,7,34,58,17,7,9,0,1,1,11,2,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
