LSOA11CD,Total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E01003338,1058,13,12,10,10,12,14,13,5,17,12,11,20,11,15,12,13,8,11,12,10,11,16,14,16,18,27,22,22,24,32,22,16,24,13,20,19,17,18,16,17,13,16,14,13,14,16,12,16,11,17,12,16,9,14,13,25,10,18,14,9,8,10,11,5,12,7,4,3,5,1,5,7,3,5,4,5,4,4,5,5,5,7,4,5,3,3,1,4,0,2,4
E01003339,823,8,5,9,9,6,9,6,8,15,9,16,15,5,5,7,4,8,10,6,8,8,8,11,16,25,22,17,15,13,18,16,13,13,14,11,11,12,15,10,8,13,11,9,11,13,8,12,17,9,11,16,11,15,15,18,14,8,8,8,6,13,11,13,7,15,9,3,5,9,3,3,1,3,2,1,5,2,3,1,4,1,2,5,2,3,1,6,2,3,0,8
E01003340,934,9,8,8,8,9,5,8,6,10,1,11,4,5,10,3,4,8,6,5,6,13,11,16,27,30,39,29,36,43,29,30,26,24,29,18,15,21,15,15,19,9,16,7,14,9,12,8,12,9,11,15,9,11,11,13,5,11,6,8,8,7,11,6,9,5,6,7,7,8,5,3,5,3,6,2,1,0,0,2,1,3,3,0,2,2,0,1,0,2,0,4
E01003341,726,8,6,6,10,5,8,11,11,14,6,9,9,5,10,11,9,4,3,6,7,6,10,11,16,20,13,12,19,14,11,18,16,12,12,6,20,17,11,16,10,14,10,8,10,13,8,11,8,13,3,7,7,9,9,5,13,15,16,11,14,7,12,4,5,8,7,5,6,4,3,2,4,4,2,2,2,3,2,1,2,2,0,1,1,1,0,0,1,0,0,3
E01003342,834,23,8,26,11,13,6,13,16,9,10,9,10,7,7,4,4,12,5,6,3,4,6,8,4,6,15,12,14,24,20,21,24,25,15,21,20,24,18,23,24,14,14,10,13,12,10,11,9,6,11,13,13,17,8,11,7,6,6,6,12,4,4,4,5,8,2,4,3,0,4,7,3,3,9,1,1,1,2,0,2,4,1,6,0,1,3,2,0,2,6,3
E01003343,738,7,17,16,15,13,14,10,19,11,12,9,9,5,3,5,2,2,2,1,3,7,11,7,9,17,8,10,8,24,12,16,12,14,4,11,15,18,13,12,13,12,11,13,6,10,14,13,8,14,13,7,9,5,7,14,6,8,11,7,4,12,19,2,11,6,5,7,14,9,12,1,4,2,2,4,1,1,3,3,1,1,1,2,0,0,3,1,2,0,0,1
E01003344,987,7,10,8,15,10,6,2,7,7,9,9,9,6,12,10,10,6,8,10,5,18,27,26,33,27,22,14,15,18,17,41,33,41,30,13,19,11,12,15,15,12,11,10,16,13,7,13,14,14,7,12,11,12,18,12,10,13,12,18,9,18,5,8,13,9,10,9,8,7,9,3,3,0,3,6,1,1,2,2,1,0,2,1,2,2,1,0,2,0,0,2
E01003345,1041,21,20,16,15,9,17,20,10,14,14,14,5,9,10,8,8,8,9,5,5,7,17,24,17,21,13,27,26,29,41,17,19,40,23,22,22,28,28,20,22,18,24,17,10,24,7,10,10,5,9,11,9,18,8,12,7,13,11,4,5,11,12,5,10,6,17,8,4,3,3,6,1,2,3,3,1,4,0,0,1,1,1,0,0,0,3,1,0,2,1,0
E01003346,820,7,12,11,7,9,9,13,16,9,10,9,15,4,15,10,12,12,12,8,8,7,9,9,7,9,11,9,7,9,6,12,10,11,11,10,8,6,10,15,13,12,13,13,11,8,11,12,14,14,10,22,12,14,14,12,11,22,11,7,12,12,13,11,9,5,7,5,5,6,8,4,2,1,8,3,6,6,5,3,4,3,5,6,3,4,1,1,0,0,3,19
E01003347,1027,15,11,11,6,16,12,18,13,13,14,22,28,30,19,19,15,15,14,20,12,8,14,12,8,15,13,13,18,13,13,18,14,16,14,22,23,22,21,16,18,19,19,16,19,12,13,7,10,13,13,13,14,16,15,10,14,8,9,12,2,7,10,11,10,7,4,1,4,3,10,2,6,6,6,3,3,1,2,2,4,0,6,3,1,3,7,6,5,0,0,6
E01003348,864,10,10,10,17,13,14,7,13,13,11,18,13,17,13,19,12,12,12,15,7,8,5,8,14,8,7,6,5,6,11,10,12,9,15,9,17,15,16,12,11,15,14,9,13,6,12,16,11,12,9,10,16,7,10,11,12,16,13,17,11,13,12,7,11,13,6,7,5,4,3,7,7,3,6,3,6,3,5,1,2,6,6,4,6,4,2,1,2,1,1,7
E01003349,850,6,10,10,9,12,10,10,20,13,13,15,17,14,12,17,18,12,11,16,11,10,7,11,12,8,7,10,9,8,8,11,15,15,15,16,19,21,19,12,20,11,20,9,18,17,14,17,12,12,19,8,8,16,9,12,13,14,6,16,8,7,5,3,2,2,3,3,1,2,2,2,3,1,4,4,2,2,5,4,3,2,3,1,2,0,3,4,2,0,4,1
E01003350,657,6,12,12,6,4,3,4,8,10,8,12,13,15,7,14,10,14,10,11,10,10,14,10,10,13,7,9,5,6,5,7,6,6,6,5,4,6,7,7,7,9,6,13,9,20,9,9,7,8,14,10,15,9,13,18,10,7,11,12,7,4,8,5,4,9,6,6,4,7,4,3,2,5,4,4,2,3,3,2,2,2,3,3,0,2,0,0,1,0,1,3
E01003351,844,11,8,14,13,17,10,12,9,9,11,18,21,16,17,17,12,5,10,11,5,10,6,7,8,5,4,11,7,7,10,13,12,10,10,16,11,15,18,14,18,10,14,9,10,17,12,11,13,10,20,13,15,7,14,9,10,17,13,10,8,8,5,13,8,9,4,3,5,3,5,6,2,6,6,3,4,7,5,3,5,4,2,3,1,1,3,3,3,2,3,9
E01003352,1209,10,20,11,18,18,11,25,23,18,15,19,21,22,18,14,15,19,17,16,10,10,13,10,8,11,20,18,10,19,19,16,27,28,23,17,17,17,22,21,13,16,13,17,8,20,16,23,17,21,29,15,10,18,11,12,7,21,14,18,13,11,11,9,9,8,10,11,10,9,19,7,5,7,8,4,5,5,4,7,4,5,2,6,9,1,1,0,1,3,1,19
E01003353,931,9,1,9,12,13,10,15,12,16,11,12,17,17,11,18,13,8,14,14,9,6,8,9,15,12,14,7,11,6,6,7,11,8,10,11,9,9,11,9,20,30,19,15,18,20,14,16,11,11,13,7,11,13,17,12,8,17,9,9,14,10,11,10,10,8,11,13,10,10,7,9,9,6,6,11,3,7,4,8,7,1,4,6,8,5,1,1,1,1,0,9
E01003354,975,21,21,23,13,22,11,14,6,12,13,11,11,11,6,15,13,11,13,9,11,5,7,8,10,10,8,10,19,11,11,18,20,19,19,17,26,16,21,17,18,14,16,19,14,15,9,9,13,15,8,14,15,13,18,12,22,23,26,12,17,11,5,12,3,3,3,8,3,6,3,4,5,1,4,3,3,4,4,6,5,2,0,2,4,0,0,0,0,0,0,10
E01032564,708,9,8,5,11,12,7,5,7,7,9,7,18,15,14,10,14,12,9,10,6,8,5,13,8,6,10,11,5,10,7,12,12,8,7,10,14,10,15,12,16,7,14,6,9,13,9,8,7,9,11,20,7,10,18,12,13,14,12,15,13,7,4,7,7,7,1,4,2,3,3,3,3,3,2,4,4,3,1,3,2,2,0,4,1,1,0,1,0,0,1,4
E01032565,787,7,6,9,11,7,8,6,13,7,10,8,12,20,17,15,14,15,16,6,6,6,5,3,5,3,6,7,5,9,8,6,9,5,9,8,19,13,12,15,11,13,13,13,11,17,12,9,7,7,15,13,12,20,10,9,16,13,13,14,9,9,3,9,9,12,7,11,5,6,10,5,8,6,5,1,1,2,3,3,1,6,3,5,3,1,6,3,3,3,2,13
E01032579,986,8,18,11,12,6,7,6,10,7,8,12,16,9,7,13,6,5,10,9,7,11,18,13,23,30,24,28,32,47,41,29,24,26,20,20,25,30,20,14,17,10,14,8,12,9,13,14,16,10,15,17,7,12,10,7,16,11,14,10,7,11,6,8,5,10,3,6,1,4,3,0,0,1,1,0,3,2,1,0,3,1,0,0,0,0,0,0,1,0,1,4
E01033320,915,15,10,12,14,25,11,18,12,4,12,4,6,6,11,7,9,8,13,5,7,3,6,5,10,11,13,10,15,15,20,17,16,13,17,18,20,18,23,24,11,22,26,9,12,12,22,5,15,11,7,7,10,9,20,15,10,17,10,13,13,6,9,9,10,11,5,8,3,9,8,7,7,8,7,2,6,6,4,0,3,2,1,4,4,0,6,1,4,0,4,2
E01033322,637,9,11,7,6,8,2,4,6,5,7,7,3,7,3,9,4,4,6,6,4,5,4,5,4,6,9,21,17,23,21,19,28,26,12,21,28,23,19,14,18,22,11,11,11,11,11,11,9,11,3,9,4,6,7,4,6,4,6,6,3,2,2,1,2,0,2,3,2,3,2,0,0,1,1,0,0,0,2,1,1,0,0,1,0,2,1,0,0,0,0,1
E01033324,881,16,8,6,9,8,6,7,13,9,7,8,11,4,12,4,13,9,13,10,7,14,17,22,33,31,12,15,13,19,14,18,24,27,21,24,11,13,20,11,11,8,7,5,4,6,12,7,7,10,9,10,13,13,10,9,7,9,13,8,7,12,7,7,10,8,9,10,10,10,9,6,5,7,5,1,2,4,4,5,4,2,1,5,2,2,2,1,1,1,0,5
E01033325,650,9,5,9,5,9,0,0,0,0,1,0,0,0,1,0,5,4,2,3,3,3,8,14,9,24,19,32,30,35,38,33,25,25,28,32,24,24,18,10,19,13,13,8,11,8,6,5,5,11,10,8,2,2,4,3,6,1,4,1,2,0,0,1,0,1,2,2,2,2,1,0,0,1,0,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1
E01033327,1050,13,15,14,16,15,5,7,6,5,8,10,8,6,8,7,6,5,3,6,5,10,8,16,22,21,33,41,36,53,44,27,33,31,29,33,24,20,17,28,19,23,17,13,12,16,13,16,14,16,10,6,11,9,14,12,7,10,7,6,4,2,1,0,2,3,7,8,9,3,5,4,4,1,5,2,4,0,2,2,3,4,6,3,3,4,0,4,3,2,3,2
E01033341,643,11,8,12,9,16,12,11,5,11,13,9,8,5,8,10,11,8,9,13,9,3,5,7,7,8,9,7,12,12,20,8,16,10,13,10,13,12,14,8,15,18,11,10,9,8,7,9,9,12,11,3,6,11,7,8,6,5,6,6,5,6,3,5,6,6,7,4,2,1,4,3,0,2,0,1,1,3,4,0,0,1,4,0,1,1,0,0,0,1,0,3
