"date","geography","geography code","Rural Urban","Occupancy Rating: All categories: Occupancy rating bedrooms; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of +2 or more; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of +1; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of 0; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of -1; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of -2 or less; measures: Value"
"2011","E00012424","E00012424","Total",127,3,42,68,14,0
"2011","E00012434","E00012434","Total",119,6,16,78,18,1
"2011","E00012448","E00012448","Total",132,27,51,50,4,0
"2011","E00012451","E00012451","Total",112,36,45,26,5,0
"2011","E00012452","E00012452","Total",122,27,40,44,8,3
"2011","E00012427","E00012427","Total",115,11,53,42,9,0
"2011","E00012429","E00012429","Total",112,1,29,57,19,6
"2011","E00012432","E00012432","Total",128,29,33,57,8,1
"2011","E00012433","E00012433","Total",129,23,41,58,5,2
"2011","E00012435","E00012435","Total",140,26,60,40,13,1
"2011","E00012437","E00012437","Total",135,35,64,27,5,4
"2011","E00012421","E00012421","Total",130,55,45,29,1,0
"2011","E00012426","E00012426","Total",127,38,49,36,4,0
"2011","E00012446","E00012446","Total",127,39,45,32,7,4
"2011","E00012453","E00012453","Total",132,50,44,33,5,0
"2011","E00012436","E00012436","Total",150,29,58,47,11,5
"2011","E00012438","E00012438","Total",135,42,48,37,7,1
"2011","E00012439","E00012439","Total",121,36,49,30,6,0
"2011","E00012440","E00012440","Total",154,25,59,56,10,4
"2011","E00012441","E00012441","Total",118,21,51,38,7,1
"2011","E00012443","E00012443","Total",122,37,41,35,8,1
"2011","E00012444","E00012444","Total",113,45,37,29,2,0
"2011","E00012445","E00012445","Total",126,39,44,32,10,1
"2011","E00012447","E00012447","Total",118,48,46,17,6,1
"2011","E00165802","E00165802","Total",122,34,56,28,4,0
"2011","E00012783","E00012783","Total",136,35,56,38,7,0
"2011","E00012784","E00012784","Total",119,53,32,33,0,1
"2011","E00012785","E00012785","Total",128,23,32,65,8,0
"2011","E00012788","E00012788","Total",115,30,23,56,3,3
"2011","E00012814","E00012814","Total",133,62,35,29,7,0
"2011","E00012816","E00012816","Total",161,52,61,41,6,1
"2011","E00012808","E00012808","Total",113,41,25,40,6,1
"2011","E00012809","E00012809","Total",134,38,27,57,12,0
"2011","E00012811","E00012811","Total",193,60,47,70,15,1
"2011","E00012813","E00012813","Total",144,31,39,66,5,3
"2011","E00012817","E00012817","Total",148,28,44,67,9,0
"2011","E00012797","E00012797","Total",124,76,22,23,3,0
"2011","E00012798","E00012798","Total",124,61,27,32,4,0
"2011","E00012801","E00012801","Total",142,69,27,42,3,1
"2011","E00012803","E00012803","Total",147,50,35,54,8,0
"2011","E00012806","E00012806","Total",142,34,36,62,7,3
"2011","E00012799","E00012799","Total",122,59,29,30,4,0
"2011","E00012800","E00012800","Total",136,45,44,41,6,0
"2011","E00012802","E00012802","Total",141,57,37,44,3,0
"2011","E00012804","E00012804","Total",146,42,23,70,9,2
"2011","E00012805","E00012805","Total",100,48,34,15,2,1
"2011","E00012807","E00012807","Total",139,27,47,50,12,3
"2011","E00012810","E00012810","Total",142,47,50,38,6,1
"2011","E00012812","E00012812","Total",147,58,41,43,5,0
"2011","E00012815","E00012815","Total",121,83,23,12,2,1
"2011","E00012818","E00012818","Total",139,40,44,43,11,1
"2011","E00012761","E00012761","Total",134,23,44,46,17,4
"2011","E00012774","E00012774","Total",129,68,30,20,10,1
"2011","E00012775","E00012775","Total",116,17,24,60,10,5
"2011","E00012780","E00012780","Total",139,21,48,51,13,6
"2011","E00012750","E00012750","Total",129,29,49,39,10,2
"2011","E00012753","E00012753","Total",139,34,50,41,13,1
"2011","E00012754","E00012754","Total",114,32,42,33,6,1
"2011","E00012776","E00012776","Total",128,8,20,76,22,2
"2011","E00012781","E00012781","Total",123,17,41,56,8,1
"2011","E00012782","E00012782","Total",103,3,34,49,14,3
"2011","E00012758","E00012758","Total",163,10,54,90,8,1
"2011","E00012762","E00012762","Total",126,6,29,69,19,3
"2011","E00012764","E00012764","Total",170,11,42,91,23,3
"2011","E00012765","E00012765","Total",175,1,42,113,17,2
"2011","E00168185","E00168185","Total",118,20,39,46,13,0
"2011","E00168194","E00168194","Total",149,8,39,67,32,3
"2011","E00168858","E00168858","Total",126,3,29,80,14,0
"2011","E00012747","E00012747","Total",155,22,51,61,17,4
"2011","E00012749","E00012749","Total",155,38,38,65,12,2
"2011","E00012768","E00012768","Total",121,12,23,63,22,1
"2011","E00012771","E00012771","Total",137,13,28,67,27,2
"2011","E00168184","E00168184","Total",184,7,66,98,13,0
"2011","E00168186","E00168186","Total",99,6,22,62,7,2
"2011","E00168193","E00168193","Total",98,3,20,56,14,5
"2011","E00168856","E00168856","Total",232,4,65,147,14,2
"2011","E00013327","E00013327","Total",142,10,35,76,19,2
"2011","E00168187","E00168187","Total",122,5,53,54,8,2
"2011","E00168188","E00168188","Total",126,13,51,55,7,0
"2011","E00168190","E00168190","Total",122,6,32,76,7,1
"2011","E00168877","E00168877","Total",137,4,57,70,6,0
"2011","E00013324","E00013324","Total",120,19,29,59,12,1
"2011","E00013333","E00013333","Total",132,36,38,53,5,0
"2011","E00013334","E00013334","Total",131,11,48,58,12,2
"2011","E00013335","E00013335","Total",107,13,22,60,11,1
"2011","E00168189","E00168189","Total",111,9,43,47,12,0
"2011","E00168191","E00168191","Total",58,9,21,19,9,0
"2011","E00013032","E00013032","Total",127,28,20,62,15,2
"2011","E00013033","E00013033","Total",133,19,35,65,11,3
"2011","E00013034","E00013034","Total",168,18,43,72,34,1
"2011","E00013035","E00013035","Total",128,19,30,50,23,6
"2011","E00013040","E00013040","Total",120,7,40,52,20,1
"2011","E00013074","E00013074","Total",129,33,34,40,13,9
"2011","E00013079","E00013079","Total",118,32,41,28,11,6
"2011","E00013081","E00013081","Total",124,34,37,32,16,5
"2011","E00013082","E00013082","Total",121,27,50,33,8,3
"2011","E00013055","E00013055","Total",133,24,33,50,14,12
"2011","E00013056","E00013056","Total",122,21,34,54,10,3
"2011","E00013080","E00013080","Total",103,46,19,28,8,2
"2011","E00013083","E00013083","Total",132,37,35,44,13,3
"2011","E00013057","E00013057","Total",132,5,30,67,25,5
"2011","E00013058","E00013058","Total",138,4,23,75,32,4
"2011","E00013059","E00013059","Total",140,46,39,32,18,5
"2011","E00013060","E00013060","Total",113,14,46,32,18,3
"2011","E00013084","E00013084","Total",86,10,14,40,18,4
"2011","E00013075","E00013075","Total",114,3,12,72,25,2
"2011","E00013076","E00013076","Total",140,33,41,48,14,4
"2011","E00013077","E00013077","Total",152,30,44,45,27,6
"2011","E00013078","E00013078","Total",103,20,28,39,14,2
"2011","E00013089","E00013089","Total",113,26,21,47,15,4
"2011","E00013090","E00013090","Total",137,16,20,71,22,8
"2011","E00013091","E00013091","Total",129,22,28,54,23,2
"2011","E00013101","E00013101","Total",128,17,30,55,21,5
"2011","E00013112","E00013112","Total",116,6,31,62,14,3
"2011","E00013096","E00013096","Total",153,2,26,79,35,11
"2011","E00013097","E00013097","Total",128,2,20,58,44,4
"2011","E00013098","E00013098","Total",111,22,33,31,21,4
"2011","E00013102","E00013102","Total",154,16,21,73,36,8
"2011","E00013109","E00013109","Total",132,22,40,50,13,7
"2011","E00013110","E00013110","Total",134,4,30,67,25,8
"2011","E00013111","E00013111","Total",155,26,45,54,20,10
"2011","E00013114","E00013114","Total",142,2,19,81,32,8
"2011","E00013086","E00013086","Total",110,15,33,38,20,4
"2011","E00013087","E00013087","Total",94,12,47,25,9,1
"2011","E00013092","E00013092","Total",131,24,46,37,19,5
"2011","E00013113","E00013113","Total",149,19,25,67,26,12
"2011","E00013115","E00013115","Total",98,26,22,37,9,4
"2011","E00012756","E00012756","Total",148,16,36,82,13,1
"2011","E00012759","E00012759","Total",111,39,29,25,10,8
"2011","E00012777","E00012777","Total",120,37,30,38,12,3
"2011","E00012778","E00012778","Total",118,65,28,15,8,2
"2011","E00012779","E00012779","Total",138,82,30,18,4,4
"2011","E00012755","E00012755","Total",112,29,28,46,8,1
"2011","E00012757","E00012757","Total",144,25,33,63,20,3
"2011","E00012763","E00012763","Total",116,21,23,67,4,1
"2011","E00012766","E00012766","Total",125,24,32,59,9,1
"2011","E00166023","E00166023","Total",215,3,54,145,12,1
"2011","E00166024","E00166024","Total",128,45,36,44,2,1
"2011","E00168192","E00168192","Total",92,4,32,50,5,1
"2011","E00168198","E00168198","Total",88,3,11,61,12,1
"2011","E00012746","E00012746","Total",137,20,50,59,6,2
"2011","E00012767","E00012767","Total",148,16,48,74,9,1
"2011","E00012769","E00012769","Total",157,7,52,87,10,1
"2011","E00012770","E00012770","Total",119,31,39,45,4,0
"2011","E00012772","E00012772","Total",140,22,66,46,6,0
"2011","E00012773","E00012773","Total",136,20,46,62,7,1
"2011","E00013321","E00013321","Total",150,16,77,41,12,4
"2011","E00013322","E00013322","Total",148,43,40,55,8,2
"2011","E00013323","E00013323","Total",153,32,51,58,10,2
"2011","E00013332","E00013332","Total",130,8,51,56,14,1
"2011","E00166039","E00166039","Total",131,8,49,55,17,2
"2011","E00168195","E00168195","Total",129,21,64,39,5,0
"2011","E00168878","E00168878","Total",128,18,59,46,4,1
"2011","E00168880","E00168880","Total",127,32,33,51,11,0
"2011","E00013314","E00013314","Total",137,27,51,41,17,1
"2011","E00013328","E00013328","Total",131,29,45,39,11,7
"2011","E00013330","E00013330","Total",145,12,42,73,18,0
"2011","E00013331","E00013331","Total",129,25,41,42,17,4
"2011","E00013336","E00013336","Total",139,7,41,68,22,1
"2011","E00012786","E00012786","Total",125,59,41,24,1,0
"2011","E00012787","E00012787","Total",113,44,35,30,4,0
"2011","E00012789","E00012789","Total",129,56,41,27,4,1
"2011","E00012790","E00012790","Total",126,50,50,21,5,0
"2011","E00012791","E00012791","Total",118,19,53,38,7,1
"2011","E00012792","E00012792","Total",202,40,36,107,17,2
"2011","E00012793","E00012793","Total",131,16,37,53,22,3
"2011","E00012794","E00012794","Total",127,15,35,62,14,1
"2011","E00012795","E00012795","Total",126,28,26,60,11,1
"2011","E00012796","E00012796","Total",124,33,46,31,10,4
"2011","E00012823","E00012823","Total",152,44,45,50,12,1
"2011","E00012831","E00012831","Total",117,46,27,40,3,1
"2011","E00012836","E00012836","Total",130,51,31,42,5,1
"2011","E00012837","E00012837","Total",143,33,43,62,5,0
"2011","E00012838","E00012838","Total",118,57,33,23,4,1
"2011","E00012820","E00012820","Total",104,10,25,61,7,1
"2011","E00012842","E00012842","Total",129,86,32,9,1,1
"2011","E00012844","E00012844","Total",123,65,35,22,0,1
"2011","E00012847","E00012847","Total",129,65,30,30,4,0
"2011","E00012850","E00012850","Total",127,57,37,29,4,0
"2011","E00013354","E00013354","Total",127,57,36,31,1,2
"2011","E00013359","E00013359","Total",134,23,49,56,5,1
"2011","E00013366","E00013366","Total",137,49,52,30,5,1
"2011","E00013367","E00013367","Total",132,21,36,67,5,3
"2011","E00013372","E00013372","Total",122,49,45,25,3,0
"2011","E00013373","E00013373","Total",144,8,45,74,15,2
"2011","E00013362","E00013362","Total",120,73,34,12,1,0
"2011","E00013365","E00013365","Total",101,22,17,50,10,2
"2011","E00013368","E00013368","Total",121,85,19,14,3,0
"2011","E00013369","E00013369","Total",166,36,47,74,8,1
"2011","E00013370","E00013370","Total",104,54,19,25,5,1
"2011","E00012826","E00012826","Total",131,27,25,67,10,2
"2011","E00012839","E00012839","Total",128,31,40,54,3,0
"2011","E00012840","E00012840","Total",116,9,39,51,15,2
"2011","E00012841","E00012841","Total",117,62,27,25,2,1
"2011","E00012843","E00012843","Total",124,14,31,58,19,2
"2011","E00012846","E00012846","Total",140,42,23,66,8,1
"2011","E00012821","E00012821","Total",141,11,39,86,5,0
"2011","E00012822","E00012822","Total",171,84,45,38,3,1
"2011","E00012849","E00012849","Total",127,26,46,47,6,2
"2011","E00012851","E00012851","Total",124,40,29,53,2,0
"2011","E00012852","E00012852","Total",120,67,36,13,4,0
"2011","E00012853","E00012853","Total",140,69,50,19,2,0
"2011","E00012824","E00012824","Total",126,23,28,67,6,2
"2011","E00012825","E00012825","Total",129,27,59,39,2,2
"2011","E00012854","E00012854","Total",134,4,20,96,10,4
"2011","E00012855","E00012855","Total",144,56,38,43,6,1
"2011","E00012856","E00012856","Total",142,4,28,94,16,0
"2011","E00012827","E00012827","Total",144,27,49,62,6,0
"2011","E00012828","E00012828","Total",151,34,62,48,6,1
"2011","E00012829","E00012829","Total",126,43,47,31,5,0
"2011","E00012830","E00012830","Total",143,14,63,50,16,0
"2011","E00012834","E00012834","Total",158,39,65,45,9,0
"2011","E00012857","E00012857","Total",140,48,31,54,6,1
"2011","E00012819","E00012819","Total",111,25,25,55,5,1
"2011","E00012832","E00012832","Total",124,58,28,35,3,0
"2011","E00012833","E00012833","Total",118,25,39,49,5,0
"2011","E00012835","E00012835","Total",130,50,47,30,1,2
"2011","E00012845","E00012845","Total",126,62,47,16,1,0
"2011","E00012848","E00012848","Total",110,60,25,19,5,1
"2011","E00013279","E00013279","Total",130,69,38,18,3,2
"2011","E00013288","E00013288","Total",124,75,28,15,4,2
"2011","E00013296","E00013296","Total",124,53,45,21,4,1
"2011","E00166021","E00166021","Total",365,27,91,200,46,1
"2011","E00166026","E00166026","Total",134,65,46,23,0,0
"2011","E00013303","E00013303","Total",149,69,45,30,3,2
"2011","E00013304","E00013304","Total",134,44,38,41,10,1
"2011","E00013305","E00013305","Total",138,30,49,39,17,3
"2011","E00013306","E00013306","Total",122,51,41,22,7,1
"2011","E00013307","E00013307","Total",126,30,35,46,13,2
"2011","E00013278","E00013278","Total",147,82,26,31,7,1
"2011","E00013281","E00013281","Total",131,3,58,55,12,3
"2011","E00013283","E00013283","Total",120,20,43,49,6,2
"2011","E00013287","E00013287","Total",122,22,40,46,9,5
"2011","E00013308","E00013308","Total",123,62,35,20,3,3
"2011","E00013285","E00013285","Total",138,55,46,30,4,3
"2011","E00013286","E00013286","Total",138,50,49,32,5,2
"2011","E00013292","E00013292","Total",125,39,28,51,4,3
"2011","E00013293","E00013293","Total",145,20,46,60,15,4
"2011","E00013297","E00013297","Total",182,43,49,58,26,6
"2011","E00013036","E00013036","Total",122,31,33,37,16,5
"2011","E00013038","E00013038","Total",130,16,14,84,13,3
"2011","E00013039","E00013039","Total",131,41,28,47,10,5
"2011","E00013043","E00013043","Total",116,21,42,29,17,7
"2011","E00013047","E00013047","Total",125,26,33,37,19,10
"2011","E00013024","E00013024","Total",127,25,34,40,22,6
"2011","E00013026","E00013026","Total",139,49,36,34,18,2
"2011","E00013044","E00013044","Total",127,32,36,39,13,7
"2011","E00013051","E00013051","Total",133,19,41,53,18,2
"2011","E00013088","E00013088","Total",190,21,39,90,27,13
"2011","E00013093","E00013093","Total",118,37,32,37,9,3
"2011","E00013094","E00013094","Total",132,44,43,32,8,5
"2011","E00013095","E00013095","Total",129,30,25,54,16,4
"2011","E00013099","E00013099","Total",119,28,34,38,13,6
"2011","E00013106","E00013106","Total",126,21,33,44,19,9
"2011","E00013107","E00013107","Total",138,41,39,41,13,4
"2011","E00013108","E00013108","Total",141,24,47,42,18,10
"2011","E00013085","E00013085","Total",132,23,29,53,21,6
"2011","E00013100","E00013100","Total",121,26,29,40,20,6
"2011","E00013103","E00013103","Total",133,32,32,43,20,6
"2011","E00013104","E00013104","Total",115,40,29,29,12,5
"2011","E00013105","E00013105","Total",108,32,31,29,16,0
"2011","E00013037","E00013037","Total",119,41,34,29,11,4
"2011","E00013041","E00013041","Total",130,26,44,46,8,6
"2011","E00013042","E00013042","Total",144,22,48,57,13,4
"2011","E00013048","E00013048","Total",119,42,32,28,12,5
"2011","E00013025","E00013025","Total",140,26,49,45,14,6
"2011","E00013028","E00013028","Total",135,24,40,41,25,5
"2011","E00013045","E00013045","Total",152,33,47,46,21,5
"2011","E00013052","E00013052","Total",167,8,27,96,29,7
"2011","E00013027","E00013027","Total",124,21,26,51,19,7
"2011","E00013046","E00013046","Total",106,13,26,36,28,3
"2011","E00013049","E00013049","Total",130,29,31,38,24,8
"2011","E00013050","E00013050","Total",124,41,28,35,12,8
"2011","E00013061","E00013061","Total",143,27,37,51,24,4
"2011","E00013062","E00013062","Total",127,44,29,24,20,10
"2011","E00013064","E00013064","Total",102,23,31,33,8,7
"2011","E00013065","E00013065","Total",132,29,49,36,12,6
"2011","E00013068","E00013068","Total",116,41,31,35,6,3
"2011","E00013054","E00013054","Total",135,26,24,73,10,2
"2011","E00013063","E00013063","Total",122,53,28,35,5,1
"2011","E00013066","E00013066","Total",127,30,35,47,11,4
"2011","E00013071","E00013071","Total",191,35,30,77,41,8
"2011","E00013073","E00013073","Total",140,29,26,59,23,3
"2011","E00013067","E00013067","Total",141,43,33,42,15,8
"2011","E00013069","E00013069","Total",126,16,37,51,19,3
"2011","E00013070","E00013070","Total",154,50,51,35,15,3
"2011","E00013072","E00013072","Total",148,16,55,54,19,4
"2011","E00013118","E00013118","Total",122,30,24,39,23,6
"2011","E00013119","E00013119","Total",124,27,21,45,21,10
"2011","E00013121","E00013121","Total",130,42,39,37,12,0
"2011","E00013123","E00013123","Total",121,33,36,30,16,6
"2011","E00013120","E00013120","Total",134,22,36,43,23,10
"2011","E00013127","E00013127","Total",156,37,34,45,29,11
"2011","E00013131","E00013131","Total",138,43,32,35,21,7
"2011","E00013133","E00013133","Total",120,7,35,35,23,20
"2011","E00013282","E00013282","Total",132,53,26,43,8,2
"2011","E00013290","E00013290","Total",134,26,38,56,11,3
"2011","E00013294","E00013294","Total",105,25,40,29,11,0
"2011","E00013295","E00013295","Total",160,20,63,60,12,5
"2011","E00013298","E00013298","Total",137,66,38,22,8,3
"2011","E00013284","E00013284","Total",139,47,50,29,8,5
"2011","E00013289","E00013289","Total",135,36,44,43,9,3
"2011","E00013309","E00013309","Total",136,68,34,29,3,2
"2011","E00013310","E00013310","Total",149,66,43,28,9,3
"2011","E00012880","E00012880","Total",117,21,29,38,23,6
"2011","E00012881","E00012881","Total",141,50,41,35,10,5
"2011","E00012883","E00012883","Total",126,14,34,55,21,2
"2011","E00012888","E00012888","Total",128,29,34,40,17,8
"2011","E00012879","E00012879","Total",121,25,28,40,21,7
"2011","E00012884","E00012884","Total",122,13,21,56,19,13
"2011","E00012885","E00012885","Total",126,15,37,36,28,10
"2011","E00012886","E00012886","Total",124,25,36,37,15,11
"2011","E00012865","E00012865","Total",117,18,26,43,24,6
"2011","E00012868","E00012868","Total",130,29,35,29,27,10
"2011","E00012882","E00012882","Total",128,38,35,32,15,8
"2011","E00012887","E00012887","Total",134,33,35,41,20,5
"2011","E00012858","E00012858","Total",120,36,28,41,9,6
"2011","E00012860","E00012860","Total",106,27,30,32,11,6
"2011","E00012862","E00012862","Total",108,18,34,41,11,4
"2011","E00012864","E00012864","Total",123,25,32,36,16,14
"2011","E00012869","E00012869","Total",177,8,37,90,34,8
