"date","geography","geography code","Rural Urban","Occupancy Rating: All categories: Occupancy rating bedrooms; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of +2 or more; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of +1; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of 0; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of -1; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of -2 or less; measures: Value"
"2011","E00012511","E00012511","Total",140,83,41,15,1,0
"2011","E00012513","E00012513","Total",120,11,15,90,4,0
"2011","E00012517","E00012517","Total",136,80,46,9,1,0
"2011","E00012491","E00012491","Total",107,32,33,36,6,0
"2011","E00012518","E00012518","Total",131,94,25,10,2,0
"2011","E00012519","E00012519","Total",135,85,30,17,1,2
"2011","E00012524","E00012524","Total",117,71,29,13,4,0
"2011","E00012211","E00012211","Total",140,38,54,40,6,2
"2011","E00012234","E00012234","Total",133,34,53,38,8,0
"2011","E00012238","E00012238","Total",108,35,46,23,3,1
"2011","E00012243","E00012243","Total",122,34,53,28,6,1
"2011","E00012213","E00012213","Total",124,35,53,27,8,1
"2011","E00012241","E00012241","Total",106,37,34,30,5,0
"2011","E00012242","E00012242","Total",131,41,52,35,3,0
"2011","E00012244","E00012244","Total",132,43,47,34,7,1
"2011","E00012235","E00012235","Total",120,31,41,34,12,2
"2011","E00012236","E00012236","Total",129,45,46,30,6,2
"2011","E00012239","E00012239","Total",128,51,41,32,4,0
"2011","E00012240","E00012240","Total",123,49,40,28,5,1
"2011","E00012209","E00012209","Total",119,34,51,25,9,0
"2011","E00012215","E00012215","Total",110,36,43,23,7,1
"2011","E00012217","E00012217","Total",130,29,64,27,9,1
"2011","E00012218","E00012218","Total",122,41,38,31,10,2
"2011","E00012219","E00012219","Total",118,27,35,44,10,2
"2011","E00012210","E00012210","Total",139,19,41,63,15,1
"2011","E00012212","E00012212","Total",140,32,41,49,14,4
"2011","E00012214","E00012214","Total",117,31,50,29,7,0
"2011","E00012216","E00012216","Total",129,37,34,41,17,0
"2011","E00012237","E00012237","Total",136,42,50,32,10,2
"2011","E00012012","E00012012","Total",152,21,43,64,23,1
"2011","E00012042","E00012042","Total",131,29,32,46,21,3
"2011","E00012043","E00012043","Total",133,17,37,71,7,1
"2011","E00176456","E00176456","Total",67,24,17,23,3,0
"2011","E00176459","E00176459","Total",44,22,11,9,1,1
"2011","E00012506","E00012506","Total",135,50,41,32,10,2
"2011","E00012507","E00012507","Total",135,36,51,42,6,0
"2011","E00012509","E00012509","Total",160,15,50,83,10,2
"2011","E00012516","E00012516","Total",168,44,61,54,7,2
"2011","E00176455","E00176455","Total",133,22,49,56,5,1
"2011","E00176481","E00176481","Total",154,14,40,92,8,0
"2011","E00012515","E00012515","Total",161,47,33,72,9,0
"2011","E00012520","E00012520","Total",119,30,27,50,11,1
"2011","E00012521","E00012521","Total",165,16,28,107,14,0
"2011","E00012522","E00012522","Total",146,35,47,55,9,0
"2011","E00012523","E00012523","Total",127,32,44,45,6,0
"2011","E00012492","E00012492","Total",89,65,13,8,3,0
"2011","E00012493","E00012493","Total",86,21,46,18,1,0
"2011","E00012500","E00012500","Total",76,19,28,15,10,4
"2011","E00012526","E00012526","Total",107,36,27,38,6,0
"2011","E00012548","E00012548","Total",113,2,38,56,17,0
"2011","E00012551","E00012551","Total",97,6,11,59,16,5
"2011","E00012552","E00012552","Total",131,19,41,62,6,3
"2011","E00012557","E00012557","Total",131,28,37,55,10,1
"2011","E00012558","E00012558","Total",115,11,50,48,6,0
"2011","E00012527","E00012527","Total",121,13,59,46,1,2
"2011","E00012528","E00012528","Total",141,20,52,57,11,1
"2011","E00012550","E00012550","Total",116,16,25,63,11,1
"2011","E00012556","E00012556","Total",113,14,42,45,12,0
"2011","E00012559","E00012559","Total",112,23,31,45,11,2
"2011","E00012542","E00012542","Total",132,3,37,73,14,5
"2011","E00012543","E00012543","Total",133,20,37,65,10,1
"2011","E00012544","E00012544","Total",147,13,24,86,18,6
"2011","E00012545","E00012545","Total",116,26,23,53,13,1
"2011","E00012546","E00012546","Total",119,11,18,81,7,2
"2011","E00176476","E00176476","Total",141,2,23,95,12,9
"2011","E00176477","E00176477","Total",121,3,25,72,11,10
"2011","E00012547","E00012547","Total",146,51,42,39,9,5
"2011","E00012553","E00012553","Total",115,38,30,33,9,5
"2011","E00012554","E00012554","Total",156,29,39,67,17,4
"2011","E00012555","E00012555","Total",132,33,40,41,14,4
"2011","E00012529","E00012529","Total",152,45,45,44,17,1
"2011","E00012531","E00012531","Total",90,17,24,39,8,2
"2011","E00012532","E00012532","Total",146,20,43,58,21,4
"2011","E00012549","E00012549","Total",153,26,63,48,13,3
"2011","E00012560","E00012560","Total",141,52,47,36,5,1
"2011","E00012561","E00012561","Total",115,20,25,55,15,0
"2011","E00012562","E00012562","Total",118,41,39,36,2,0
"2011","E00012564","E00012564","Total",70,5,23,30,9,3
"2011","E00012565","E00012565","Total",66,6,11,27,11,11
"2011","E00012013","E00012013","Total",111,34,38,35,2,2
"2011","E00012015","E00012015","Total",114,16,46,49,2,1
"2011","E00012017","E00012017","Total",143,37,38,63,5,0
"2011","E00012018","E00012018","Total",139,39,48,33,16,3
"2011","E00012019","E00012019","Total",131,55,35,35,6,0
"2011","E00012021","E00012021","Total",136,36,44,44,8,4
"2011","E00012026","E00012026","Total",129,58,43,23,3,2
"2011","E00012027","E00012027","Total",124,44,53,23,3,1
"2011","E00176460","E00176460","Total",113,36,31,37,7,2
"2011","E00176461","E00176461","Total",96,17,29,36,11,3
"2011","E00176462","E00176462","Total",113,13,38,48,13,1
"2011","E00176475","E00176475","Total",111,16,32,41,14,8
"2011","E00012220","E00012220","Total",110,37,42,25,6,0
"2011","E00012221","E00012221","Total",134,30,42,55,6,1
"2011","E00012222","E00012222","Total",127,44,34,39,10,0
"2011","E00012224","E00012224","Total",120,31,41,38,10,0
"2011","E00012225","E00012225","Total",130,32,43,42,8,5
"2011","E00012495","E00012495","Total",112,35,44,27,5,1
"2011","E00012496","E00012496","Total",132,81,37,12,2,0
"2011","E00012498","E00012498","Total",130,72,36,16,5,1
"2011","E00012525","E00012525","Total",128,56,47,23,2,0
"2011","E00012497","E00012497","Total",123,43,51,27,1,1
"2011","E00012499","E00012499","Total",134,29,39,61,2,3
"2011","E00012501","E00012501","Total",106,40,43,17,4,2
"2011","E00012502","E00012502","Total",132,19,25,70,16,2
"2011","E00012503","E00012503","Total",118,24,40,40,12,2
"2011","E00012082","E00012082","Total",123,25,46,42,9,1
"2011","E00012083","E00012083","Total",113,19,40,42,10,2
"2011","E00012085","E00012085","Total",134,46,46,37,5,0
"2011","E00012088","E00012088","Total",124,43,40,34,5,2
"2011","E00012084","E00012084","Total",160,29,54,59,16,2
"2011","E00012091","E00012091","Total",143,48,48,41,4,2
"2011","E00012092","E00012092","Total",145,65,36,36,8,0
"2011","E00012093","E00012093","Total",120,41,43,31,4,1
"2011","E00012080","E00012080","Total",131,20,51,47,13,0
"2011","E00012086","E00012086","Total",122,32,36,45,8,1
"2011","E00012087","E00012087","Total",132,16,52,45,16,3
"2011","E00012109","E00012109","Total",141,35,53,44,8,1
"2011","E00012081","E00012081","Total",127,31,49,41,6,0
"2011","E00012103","E00012103","Total",103,6,17,53,25,2
"2011","E00012110","E00012110","Total",122,34,27,43,15,3
"2011","E00012111","E00012111","Total",116,36,38,31,7,4
"2011","E00012112","E00012112","Total",145,9,21,89,25,1
"2011","E00012095","E00012095","Total",125,30,44,45,5,1
"2011","E00012096","E00012096","Total",120,34,45,35,6,0
"2011","E00012097","E00012097","Total",120,39,37,32,11,1
"2011","E00012099","E00012099","Total",149,24,34,74,14,3
"2011","E00012101","E00012101","Total",118,22,38,51,5,2
"2011","E00012105","E00012105","Total",114,44,35,29,6,0
"2011","E00012107","E00012107","Total",134,35,45,43,8,3
"2011","E00012108","E00012108","Total",130,34,47,40,8,1
"2011","E00012020","E00012020","Total",133,27,38,61,7,0
"2011","E00012024","E00012024","Total",133,19,47,39,20,8
"2011","E00012025","E00012025","Total",106,11,27,54,11,3
"2011","E00012031","E00012031","Total",145,3,28,94,19,1
"2011","E00012032","E00012032","Total",112,9,25,57,19,2
"2011","E00012011","E00012011","Total",164,28,33,84,12,7
"2011","E00012028","E00012028","Total",106,16,48,30,10,2
"2011","E00012029","E00012029","Total",122,21,42,45,13,1
"2011","E00012034","E00012034","Total",174,37,75,51,9,2
"2011","E00012035","E00012035","Total",106,21,48,30,7,0
"2011","E00012090","E00012090","Total",111,25,32,39,11,4
"2011","E00012102","E00012102","Total",129,14,38,59,16,2
"2011","E00012104","E00012104","Total",119,15,32,56,14,2
"2011","E00012106","E00012106","Total",139,28,34,61,15,1
"2011","E00012229","E00012229","Total",123,17,30,58,16,2
"2011","E00012230","E00012230","Total",114,31,44,33,5,1
"2011","E00012231","E00012231","Total",138,30,46,50,10,2
"2011","E00012232","E00012232","Total",151,20,45,72,11,3
"2011","E00012233","E00012233","Total",126,19,46,46,14,1
"2011","E00012223","E00012223","Total",145,22,43,57,19,4
"2011","E00012226","E00012226","Total",120,7,31,54,25,3
"2011","E00012227","E00012227","Total",121,34,44,30,11,2
"2011","E00012228","E00012228","Total",131,20,29,55,16,11
"2011","E00011961","E00011961","Total",128,24,40,40,22,2
"2011","E00011962","E00011962","Total",131,16,39,39,36,1
"2011","E00011963","E00011963","Total",125,7,34,62,19,3
"2011","E00011966","E00011966","Total",131,7,30,67,22,5
"2011","E00011972","E00011972","Total",103,10,12,59,15,7
"2011","E00011964","E00011964","Total",136,21,36,63,13,3
"2011","E00011965","E00011965","Total",138,19,38,43,27,11
"2011","E00011967","E00011967","Total",153,9,56,65,21,2
"2011","E00011968","E00011968","Total",150,24,51,49,20,6
"2011","E00011969","E00011969","Total",128,7,46,60,14,1
"2011","E00012640","E00012640","Total",149,20,33,62,26,8
"2011","E00012654","E00012654","Total",112,10,25,52,18,7
"2011","E00012656","E00012656","Total",104,13,19,54,13,5
"2011","E00012662","E00012662","Total",130,10,47,52,17,4
"2011","E00012664","E00012664","Total",126,2,30,75,18,1
"2011","E00012659","E00012659","Total",131,15,25,55,28,8
"2011","E00012661","E00012661","Total",137,1,25,73,31,7
"2011","E00012663","E00012663","Total",137,15,35,60,21,6
"2011","E00012665","E00012665","Total",131,17,46,47,16,5
"2011","E00012669","E00012669","Total",129,11,32,58,24,4
"2011","E00012639","E00012639","Total",131,21,37,58,13,2
"2011","E00012657","E00012657","Total",122,18,34,50,17,3
"2011","E00012666","E00012666","Total",130,14,46,56,11,3
"2011","E00012667","E00012667","Total",126,23,18,59,23,3
"2011","E00012670","E00012670","Total",116,13,30,53,16,4
"2011","E00011946","E00011946","Total",123,22,45,43,12,1
"2011","E00011951","E00011951","Total",128,33,29,46,18,2
"2011","E00011970","E00011970","Total",122,43,30,27,19,3
"2011","E00011973","E00011973","Total",135,20,39,54,22,0
"2011","E00011941","E00011941","Total",141,29,47,43,14,8
"2011","E00011943","E00011943","Total",155,27,37,65,16,10
"2011","E00011949","E00011949","Total",128,28,37,44,15,4
"2011","E00011944","E00011944","Total",123,35,38,36,9,5
"2011","E00011945","E00011945","Total",153,27,44,40,33,9
"2011","E00011950","E00011950","Total",113,12,25,43,24,9
"2011","E00011971","E00011971","Total",125,24,45,38,10,8
"2011","E00011942","E00011942","Total",132,24,51,32,20,5
"2011","E00011947","E00011947","Total",119,17,24,53,21,4
"2011","E00011948","E00011948","Total",119,32,31,36,17,3
"2011","E00011956","E00011956","Total",123,25,41,38,14,5
"2011","E00011952","E00011952","Total",112,33,27,35,14,3
"2011","E00011953","E00011953","Total",131,29,28,55,12,7
"2011","E00011955","E00011955","Total",114,23,32,42,12,5
"2011","E00011958","E00011958","Total",117,31,34,34,13,5
"2011","E00012079","E00012079","Total",123,16,52,42,11,2
"2011","E00012089","E00012089","Total",125,7,56,45,14,3
"2011","E00012094","E00012094","Total",119,5,46,47,14,7
"2011","E00012098","E00012098","Total",128,14,32,58,18,6
"2011","E00012100","E00012100","Total",136,14,50,49,19,4
"2011","E00012016","E00012016","Total",150,46,44,48,12,0
"2011","E00012023","E00012023","Total",116,24,40,42,8,2
"2011","E00012030","E00012030","Total",112,21,44,36,7,4
"2011","E00012033","E00012033","Total",128,17,51,40,18,2
"2011","E00012036","E00012036","Total",126,18,38,49,18,3
"2011","E00012037","E00012037","Total",123,24,53,33,13,0
"2011","E00012038","E00012038","Total",128,27,38,46,16,1
"2011","E00012039","E00012039","Total",124,21,31,55,15,2
"2011","E00012040","E00012040","Total",111,15,26,52,15,3
"2011","E00012041","E00012041","Total",108,13,40,41,12,2
"2011","E00012533","E00012533","Total",144,53,47,37,5,2
"2011","E00012534","E00012534","Total",129,51,32,39,6,1
"2011","E00012535","E00012535","Total",114,30,38,36,10,0
"2011","E00012563","E00012563","Total",103,40,28,22,12,1
"2011","E00012530","E00012530","Total",136,2,16,95,20,3
"2011","E00012536","E00012536","Total",90,17,26,39,8,0
"2011","E00012537","E00012537","Total",129,27,31,56,12,3
"2011","E00012538","E00012538","Total",121,32,41,38,7,3
"2011","E00012539","E00012539","Total",116,1,26,73,14,2
"2011","E00012540","E00012540","Total",127,3,10,107,6,1
"2011","E00012677","E00012677","Total",109,3,19,72,15,0
"2011","E00012679","E00012679","Total",104,4,11,68,20,1
"2011","E00012684","E00012684","Total",134,7,13,88,20,6
"2011","E00012685","E00012685","Total",114,14,25,58,12,5
"2011","E00012709","E00012709","Total",111,2,4,81,22,2
"2011","E00012710","E00012710","Total",115,16,33,51,13,2
"2011","E00012711","E00012711","Total",108,12,31,50,14,1
"2011","E00012688","E00012688","Total",136,3,27,84,19,3
"2011","E00012692","E00012692","Total",128,12,28,68,14,6
"2011","E00012695","E00012695","Total",129,3,14,92,15,5
"2011","E00012698","E00012698","Total",124,12,50,47,12,3
"2011","E00012701","E00012701","Total",205,13,46,119,26,1
"2011","E00176463","E00176463","Total",117,35,29,40,12,1
"2011","E00176464","E00176464","Total",109,8,33,55,12,1
"2011","E00176465","E00176465","Total",125,9,42,56,17,1
"2011","E00012641","E00012641","Total",144,25,62,51,5,1
"2011","E00012660","E00012660","Total",132,1,19,85,24,3
"2011","E00012668","E00012668","Total",134,21,35,58,16,4
"2011","E00012671","E00012671","Total",132,11,38,58,24,1
"2011","E00176457","E00176457","Total",120,12,38,55,14,1
"2011","E00176458","E00176458","Total",123,43,35,29,14,2
"2011","E00012644","E00012644","Total",98,16,23,37,18,4
"2011","E00012646","E00012646","Total",113,32,26,34,13,8
"2011","E00012658","E00012658","Total",123,37,36,43,5,2
"2011","E00012673","E00012673","Total",115,21,44,36,13,1
"2011","E00012674","E00012674","Total",106,16,22,54,11,3
"2011","E00012643","E00012643","Total",123,4,20,75,20,4
"2011","E00012650","E00012650","Total",116,28,35,40,9,4
"2011","E00012672","E00012672","Total",126,5,27,68,20,6
"2011","E00012675","E00012675","Total",118,4,24,63,24,3
"2011","E00012642","E00012642","Total",125,25,38,43,13,6
"2011","E00012645","E00012645","Total",102,20,32,31,13,6
"2011","E00012648","E00012648","Total",106,25,32,29,14,6
"2011","E00012649","E00012649","Total",116,31,34,30,14,7
"2011","E00012647","E00012647","Total",132,22,34,53,18,5
"2011","E00012651","E00012651","Total",117,33,39,31,8,6
"2011","E00012652","E00012652","Total",115,7,29,61,13,5
"2011","E00012653","E00012653","Total",128,20,24,60,15,9
"2011","E00011984","E00011984","Total",129,36,37,46,9,1
"2011","E00011989","E00011989","Total",117,36,35,34,8,4
"2011","E00011990","E00011990","Total",110,33,29,35,7,6
"2011","E00011992","E00011992","Total",137,38,45,38,12,4
"2011","E00012000","E00012000","Total",106,9,20,56,19,2
"2011","E00011985","E00011985","Total",135,29,48,46,9,3
"2011","E00011986","E00011986","Total",119,10,36,54,16,3
"2011","E00011987","E00011987","Total",111,9,37,51,14,0
"2011","E00011991","E00011991","Total",118,19,40,43,12,4
"2011","E00011995","E00011995","Total",126,21,31,49,23,2
"2011","E00011988","E00011988","Total",116,11,23,65,16,1
"2011","E00011993","E00011993","Total",132,36,41,39,12,4
"2011","E00011997","E00011997","Total",122,24,44,35,16,3
"2011","E00011998","E00011998","Total",121,22,42,45,8,4
"2011","E00011994","E00011994","Total",127,22,41,45,16,3
"2011","E00011996","E00011996","Total",128,30,37,40,15,6
"2011","E00012002","E00012002","Total",159,17,31,85,23,3
"2011","E00012003","E00012003","Total",129,26,42,37,17,7
"2011","E00011975","E00011975","Total",143,19,41,56,23,4
"2011","E00011999","E00011999","Total",141,12,36,74,17,2
"2011","E00012001","E00012001","Total",123,11,38,58,14,2
"2011","E00012004","E00012004","Total",131,8,15,83,22,3
"2011","E00012006","E00012006","Total",137,31,39,46,16,5
"2011","E00012696","E00012696","Total",118,25,33,48,10,2
"2011","E00012697","E00012697","Total",141,43,49,37,11,1
"2011","E00012699","E00012699","Total",134,29,37,49,17,2
"2011","E00012700","E00012700","Total",132,26,30,60,15,1
"2011","E00012703","E00012703","Total",132,6,12,101,13,0
"2011","E00012680","E00012680","Total",120,36,37,37,8,2
"2011","E00012681","E00012681","Total",117,28,48,33,8,0
"2011","E00012683","E00012683","Total",177,35,41,80,16,5
"2011","E00012705","E00012705","Total",125,43,51,24,5,2
"2011","E00012708","E00012708","Total",133,36,43,42,8,4
"2011","E00012682","E00012682","Total",132,22,49,40,10,11
"2011","E00012704","E00012704","Total",140,37,43,45,11,4
"2011","E00012706","E00012706","Total",130,36,41,33,16,4
"2011","E00012707","E00012707","Total",116,16,43,36,18,3
"2011","E00012712","E00012712","Total",123,25,43,50,3,2
"2011","E00012687","E00012687","Total",117,27,34,42,13,1
"2011","E00012690","E00012690","Total",117,18,32,49,9,9
"2011","E00012691","E00012691","Total",160,47,45,56,11,1
"2011","E00012693","E00012693","Total",132,19,46,50,15,2
"2011","E00012676","E00012676","Total",121,9,16,81,15,0
"2011","E00012678","E00012678","Total",129,20,55,46,5,3
"2011","E00012686","E00012686","Total",122,26,31,46,10,9
"2011","E00012689","E00012689","Total",109,12,25,56,13,3
"2011","E00012694","E00012694","Total",122,25,33,39,14,11
"2011","E00011954","E00011954","Total",137,31,34,47,17,8
"2011","E00011957","E00011957","Total",137,32,47,39,14,5
"2011","E00011959","E00011959","Total",138,22,29,59,24,4
"2011","E00011960","E00011960","Total",151,14,23,102,11,1
"2011","E00012459","E00012459","Total",161,22,37,70,23,9
"2011","E00012460","E00012460","Total",117,43,29,26,14,5
"2011","E00012462","E00012462","Total",109,38,25,26,12,8
"2011","E00012465","E00012465","Total",119,28,21,47,15,8
"2011","E00012458","E00012458","Total",123,31,34,37,18,3
"2011","E00012463","E00012463","Total",118,34,34,30,16,4
"2011","E00012487","E00012487","Total",130,39,27,38,22,4
"2011","E00012490","E00012490","Total",120,23,34,53,7,3
"2011","E00012455","E00012455","Total",173,8,30,99,31,5
"2011","E00012467","E00012467","Total",137,1,37,72,26,1
"2011","E00012468","E00012468","Total",135,6,14,81,25,9
"2011","E00012469","E00012469","Total",134,1,43,73,14,3
"2011","E00012489","E00012489","Total",103,15,21,52,14,1
"2011","E00012481","E00012481","Total",136,28,36,52,13,7
"2011","E00012482","E00012482","Total",129,15,36,55,19,4
"2011","E00012483","E00012483","Total",127,9,32,58,21,7
"2011","E00012485","E00012485","Total",136,10,35,64,22,5
"2011","E00012486","E00012486","Total",120,7,20,78,15,0
"2011","E00011979","E00011979","Total",119,22,35,44,17,1
"2011","E00012005","E00012005","Total",134,22,46,49,13,4
"2011","E00012007","E00012007","Total",135,12,16,87,15,5
"2011","E00012008","E00012008","Total",125,36,32,42,12,3
"2011","E00012009","E00012009","Total",121,29,24,43,18,7
"2011","E00011976","E00011976","Total",130,14,24,57,28,7
"2011","E00011977","E00011977","Total",118,32,40,27,13,6
"2011","E00011978","E00011978","Total",137,32,35,43,20,7
"2011","E00011980","E00011980","Total",168,22,32,79,29,6
"2011","E00012010","E00012010","Total",127,37,36,37,13,4
"2011","E00012456","E00012456","Total",115,22,42,32,11,8
"2011","E00012457","E00012457","Total",129,39,30,36,19,5
"2011","E00012466","E00012466","Total",104,20,25,39,13,7
"2011","E00012470","E00012470","Total",149,31,39,57,17,5
"2011","E00012461","E00012461","Total",123,3,31,70,16,3
"2011","E00012464","E00012464","Total",124,21,27,56,14,6
"2011","E00012480","E00012480","Total",139,35,40,43,16,5
"2011","E00012484","E00012484","Total",205,27,53,95,27,3
"2011","E00012488","E00012488","Total",135,19,31,63,15,7
"2011","E00012471","E00012471","Total",102,18,26,32,20,6
"2011","E00012475","E00012475","Total",165,19,29,76,26,15
"2011","E00012476","E00012476","Total",120,13,24,52,27,4
"2011","E00012478","E00012478","Total",126,17,21,51,32,5
"2011","E00012479","E00012479","Total",130,4,21,76,25,4
"2011","E00012472","E00012472","Total",105,24,30,32,11,8
"2011","E00012473","E00012473","Total",134,25,35,51,13,10
"2011","E00012474","E00012474","Total",111,30,27,36,14,4
"2011","E00012477","E00012477","Total",115,21,31,47,12,4
"2011","E00012388","E00012388","Total",220,17,55,106,34,8
"2011","E00012389","E00012389","Total",125,33,29,44,16,3
"2011","E00012394","E00012394","Total",119,31,38,33,13,4
"2011","E00012395","E00012395","Total",113,34,33,31,12,3
"2011","E00012399","E00012399","Total",122,22,41,42,15,2
"2011","E00012390","E00012390","Total",110,23,34,37,12,4
"2011","E00012391","E00012391","Total",119,31,27,38,20,3
"2011","E00012392","E00012392","Total",121,2,9,88,20,2
"2011","E00012393","E00012393","Total",134,32,41,40,19,2
"2011","E00012397","E00012397","Total",130,34,37,39,17,3
"2011","E00012567","E00012567","Total",128,35,40,36,15,2
"2011","E00012601","E00012601","Total",153,16,42,64,27,4
"2011","E00012602","E00012602","Total",134,36,47,43,4,4
"2011","E00176469","E00176469","Total",107,11,39,48,8,1
"2011","E00176471","E00176471","Total",113,28,29,39,12,5
"2011","E00012572","E00012572","Total",127,34,30,47,14,2
"2011","E00012573","E00012573","Total",150,49,43,44,9,5
"2011","E00012575","E00012575","Total",140,35,47,41,15,2
"2011","E00012603","E00012603","Total",146,46,52,33,12,3
"2011","E00012585","E00012585","Total",126,4,22,82,16,2
"2011","E00012591","E00012591","Total",133,14,49,54,13,3
"2011","E00012593","E00012593","Total",116,19,38,48,10,1
"2011","E00012597","E00012597","Total",142,19,27,64,27,5
"2011","E00176468","E00176468","Total",110,23,29,42,13,3
"2011","E00176470","E00176470","Total",259,7,78,134,38,2
"2011","E00012174","E00012174","Total",106,22,35,33,14,2
"2011","E00012203","E00012203","Total",139,40,42,43,10,4
"2011","E00012204","E00012204","Total",111,2,21,64,23,1
"2011","E00012207","E00012207","Total",126,7,29,57,24,9
"2011","E00012208","E00012208","Total",106,0,22,65,16,3
"2011","E00012568","E00012568","Total",126,11,43,60,11,1
"2011","E00012569","E00012569","Total",133,44,45,42,2,0
"2011","E00012574","E00012574","Total",113,44,39,29,1,0
"2011","E00012592","E00012592","Total",136,34,47,44,8,3
"2011","E00012599","E00012599","Total",139,71,38,21,7,2
"2011","E00012589","E00012589","Total",136,34,40,42,12,8
"2011","E00012590","E00012590","Total",157,37,48,54,11,7
"2011","E00012594","E00012594","Total",110,15,26,54,12,3
"2011","E00012595","E00012595","Total",138,20,30,66,15,7
"2011","E00176472","E00176472","Total",111,29,25,42,11,4
"2011","E00176473","E00176473","Total",119,8,22,70,17,2
"2011","E00012576","E00012576","Total",121,22,38,46,15,0
"2011","E00012577","E00012577","Total",130,18,42,56,11,3
"2011","E00012578","E00012578","Total",131,25,46,45,13,2
"2011","E00012579","E00012579","Total",126,14,23,66,22,1
"2011","E00012580","E00012580","Total",111,22,31,40,17,1
"2011","E00012582","E00012582","Total",112,49,32,29,1,1
"2011","E00012583","E00012583","Total",162,10,31,105,15,1
"2011","E00012584","E00012584","Total",131,64,42,21,4,0
"2011","E00012587","E00012587","Total",119,71,29,16,3,0
"2011","E00012596","E00012596","Total",120,23,53,37,5,2
"2011","E00011974","E00011974","Total",137,17,45,50,15,10
"2011","E00011982","E00011982","Total",129,22,27,53,23,4
"2011","E00011983","E00011983","Total",159,50,51,39,13,6
"2011","E00176466","E00176466","Total",139,16,24,63,26,10
"2011","E00176467","E00176467","Total",161,1,29,106,23,2
"2011","E00012396","E00012396","Total",129,34,28,42,18,7
"2011","E00012398","E00012398","Total",129,37,35,44,7,6
"2011","E00012401","E00012401","Total",132,43,41,32,12,4
"2011","E00012404","E00012404","Total",143,40,39,43,16,5
"2011","E00012386","E00012386","Total",140,32,37,47,18,6
"2011","E00012400","E00012400","Total",143,21,42,56,18,6
"2011","E00012402","E00012402","Total",128,30,34,38,19,7
"2011","E00012406","E00012406","Total",126,32,32,37,19,6
"2011","E00012403","E00012403","Total",128,18,32,53,21,4
"2011","E00012407","E00012407","Total",116,10,40,48,13,5
"2011","E00012410","E00012410","Total",132,25,26,46,26,9
"2011","E00012411","E00012411","Total",162,14,58,65,22,3
"2011","E00012415","E00012415","Total",118,25,33,31,19,10
"2011","E00012405","E00012405","Total",132,32,28,48,18,6
"2011","E00012408","E00012408","Total",118,24,35,45,9,5
"2011","E00012414","E00012414","Total",120,11,36,49,18,6
"2011","E00012416","E00012416","Total",118,31,42,31,11,3
"2011","E00012179","E00012179","Total",93,5,13,59,11,5
"2011","E00012184","E00012184","Total",128,51,43,22,11,1
"2011","E00012185","E00012185","Total",128,40,40,40,6,2
"2011","E00012188","E00012188","Total",144,47,34,41,14,8
"2011","E00012202","E00012202","Total",132,29,30,61,9,3
"2011","E00012175","E00012175","Total",125,21,34,54,13,3
"2011","E00012181","E00012181","Total",134,23,51,46,9,5
"2011","E00012183","E00012183","Total",115,22,40,42,8,3
"2011","E00012205","E00012205","Total",107,54,34,13,6,0
"2011","E00012206","E00012206","Total",111,38,31,30,8,4
"2011","E00012177","E00012177","Total",120,9,22,57,22,10
"2011","E00012190","E00012190","Total",144,8,28,82,15,11
"2011","E00012191","E00012191","Total",120,39,37,29,12,3
"2011","E00012194","E00012194","Total",119,9,21,74,12,3
"2011","E00012198","E00012198","Total",120,17,32,51,14,6
"2011","E00012566","E00012566","Total",130,25,32,54,17,2
"2011","E00012570","E00012570","Total",129,41,46,31,10,1
"2011","E00012571","E00012571","Total",129,26,46,51,6,0
"2011","E00012581","E00012581","Total",96,24,40,27,5,0
"2011","E00012600","E00012600","Total",138,24,44,59,11,0
"2011","E00012193","E00012193","Total",141,16,38,60,18,9
"2011","E00012196","E00012196","Total",138,10,42,54,21,11
"2011","E00012200","E00012200","Total",143,15,37,65,24,2
"2011","E00012201","E00012201","Total",125,28,41,36,13,7
"2011","E00012176","E00012176","Total",98,12,23,53,6,4
"2011","E00012178","E00012178","Total",119,34,38,35,11,1
"2011","E00012180","E00012180","Total",118,18,28,57,10,5
"2011","E00012182","E00012182","Total",135,20,41,52,18,4
"2011","E00012186","E00012186","Total",146,16,52,67,9,2
"2011","E00012189","E00012189","Total",149,13,41,69,21,5
"2011","E00012187","E00012187","Total",143,3,53,55,25,7
"2011","E00012192","E00012192","Total",130,25,39,46,19,1
"2011","E00012195","E00012195","Total",125,23,34,53,7,8
"2011","E00012197","E00012197","Total",139,9,36,74,17,3
"2011","E00012199","E00012199","Total",173,9,27,105,29,3
"2011","E00012387","E00012387","Total",134,17,26,53,31,7
"2011","E00012409","E00012409","Total",126,35,32,32,18,9
"2011","E00012413","E00012413","Total",117,26,39,41,9,2
"2011","E00012417","E00012417","Total",142,27,34,60,16,5
"2011","E00012384","E00012384","Total",111,9,18,55,23,6
"2011","E00012385","E00012385","Total",133,8,22,75,26,2
"2011","E00012412","E00012412","Total",109,16,28,37,22,6
"2011","E00012418","E00012418","Total",129,9,50,45,19,6
"2011","E00012419","E00012419","Total",119,13,31,56,17,2
"2011","E00012422","E00012422","Total",155,1,32,105,16,1
