"date","geography","geography code","Rural Urban","Central Heating: All categories: Type of central heating in household; measures: Value","Central Heating: Does not have central heating; measures: Value","Central Heating: Does have central heating; measures: Value","Central Heating: Occupancy rating (rooms) of -1 or less; measures: Value","Central Heating: Occupancy rating (bedrooms) of -1 or less; measures: Value","Central Heating: Average household size; measures: Value","Central Heating: Average number of rooms per household; measures: Value","Central Heating: Average number of bedrooms per household; measures: Value"
"2011","E00010481","E00010481","Total",103,2,101,13,14,3.1,5.3,3.0
"2011","E00010487","E00010487","Total",110,1,109,27,19,2.4,4.1,2.1
"2011","E00010488","E00010488","Total",125,0,125,29,16,2.6,4.7,2.6
"2011","E00010459","E00010459","Total",170,0,170,65,31,2.5,4.1,2.2
"2011","E00010484","E00010484","Total",154,4,150,32,23,2.5,4.6,2.3
"2011","E00010486","E00010486","Total",208,2,206,106,53,2.7,3.8,2.2
"2011","E00010490","E00010490","Total",128,3,125,31,15,2.4,4.6,2.5
"2011","E00010491","E00010491","Total",161,4,157,57,37,3.1,4.5,2.6
"2011","E00010460","E00010460","Total",158,3,155,64,25,2.3,4.1,2.2
"2011","E00010462","E00010462","Total",153,7,146,66,27,2.1,3.5,1.9
"2011","E00010463","E00010463","Total",132,8,124,46,30,2.4,4.2,2.2
"2011","E00010489","E00010489","Total",135,2,133,31,18,2.3,4.7,2.3
"2011","E00010493","E00010493","Total",136,2,134,27,14,2.0,4.4,2.1
"2011","E00010127","E00010127","Total",113,2,111,22,10,2.2,4.2,2.2
"2011","E00010128","E00010128","Total",166,8,158,50,21,2.3,4.0,2.1
"2011","E00010131","E00010131","Total",136,7,129,33,16,2.1,4.2,2.1
"2011","E00010132","E00010132","Total",137,2,135,36,17,2.2,4.0,2.1
"2011","E00010133","E00010133","Total",127,6,121,29,7,2.1,4.1,2.2
"2011","E00010134","E00010134","Total",118,6,112,23,4,2.0,3.9,1.9
"2011","E00010108","E00010108","Total",121,3,118,16,3,2.0,5.1,2.3
"2011","E00010135","E00010135","Total",150,5,145,52,27,1.8,3.3,1.5
"2011","E00010136","E00010136","Total",129,4,125,25,16,2.1,4.2,2.2
"2011","E00010137","E00010137","Total",124,1,123,23,19,2.5,4.4,2.4
"2011","E00010139","E00010139","Total",144,4,140,18,5,2.7,5.5,3.1
"2011","E00010114","E00010114","Total",121,0,121,36,24,2.2,3.5,1.7
"2011","E00010116","E00010116","Total",127,9,118,12,7,2.1,4.5,2.2
"2011","E00010117","E00010117","Total",117,1,116,9,11,2.6,5.2,2.6
"2011","E00010118","E00010118","Total",115,4,111,5,4,2.3,4.8,2.4
"2011","E00010123","E00010123","Total",122,1,121,13,11,2.6,5.3,2.9
"2011","E00170298","E00170298","Total",139,5,134,109,14,1.8,2.5,1.4
"2011","E00170312","E00170312","Total",145,19,126,69,17,2.0,3.0,1.7
"2011","E00170313","E00170313","Total",150,14,136,117,12,1.6,2.2,1.2
"2011","E00170314","E00170314","Total",121,3,118,56,17,1.9,3.2,1.7
"2011","E00170315","E00170315","Total",114,6,108,95,15,1.6,2.2,1.1
"2011","E00170316","E00170316","Total",109,9,100,79,15,1.8,2.4,1.4
"2011","E00170322","E00170322","Total",130,2,128,51,20,2.9,4.5,2.6
"2011","E00010115","E00010115","Total",109,2,107,44,35,2.4,3.7,1.9
"2011","E00010119","E00010119","Total",120,0,120,39,28,2.7,4.2,2.4
"2011","E00010120","E00010120","Total",136,0,136,45,28,2.0,3.5,1.7
"2011","E00010124","E00010124","Total",123,5,118,41,17,1.9,3.5,1.8
"2011","E00010141","E00010141","Total",121,3,118,17,12,2.3,4.5,2.4
"2011","E00010145","E00010145","Total",115,3,112,10,5,2.2,4.7,2.5
"2011","E00010149","E00010149","Total",141,6,135,39,5,2.2,4.4,2.4
"2011","E00010153","E00010153","Total",110,0,110,11,6,2.1,4.8,2.4
"2011","E00010155","E00010155","Total",112,3,109,24,16,1.9,3.8,1.8
"2011","E00010173","E00010173","Total",107,2,105,21,9,2.6,5.1,2.8
"2011","E00010142","E00010142","Total",220,9,211,81,22,1.9,3.4,1.7
"2011","E00010150","E00010150","Total",155,4,151,32,15,2.7,5.4,3.0
"2011","E00010151","E00010151","Total",129,10,119,53,6,1.9,4.3,2.4
"2011","E00010154","E00010154","Total",117,11,106,31,11,2.2,4.6,2.3
"2011","E00010165","E00010165","Total",127,3,124,39,6,2.1,4.3,2.3
"2011","E00010174","E00010174","Total",119,12,107,34,15,2.1,4.0,2.1
"2011","E00010140","E00010140","Total",128,1,127,4,2,2.8,7.1,3.9
"2011","E00010143","E00010143","Total",121,6,115,18,3,2.2,4.7,2.5
"2011","E00010146","E00010146","Total",128,3,125,15,8,2.2,4.9,2.6
"2011","E00010160","E00010160","Total",122,7,115,34,9,2.2,4.5,2.3
"2011","E00010161","E00010161","Total",110,2,108,14,2,2.7,6.4,3.6
"2011","E00010164","E00010164","Total",143,0,143,3,1,2.7,7.4,4.0
"2011","E00010166","E00010166","Total",111,0,111,16,3,2.7,6.3,3.3
"2011","E00010167","E00010167","Total",140,8,132,29,11,2.4,5.2,2.7
"2011","E00010168","E00010168","Total",127,4,123,26,13,2.4,5.3,2.9
"2011","E00010171","E00010171","Total",149,5,144,27,10,2.6,5.6,2.9
"2011","E00010121","E00010121","Total",129,5,124,21,12,2.1,4.3,2.1
"2011","E00010122","E00010122","Total",128,5,123,8,4,2.1,4.4,2.2
"2011","E00010125","E00010125","Total",116,3,113,10,5,2.7,5.8,3.1
"2011","E00010126","E00010126","Total",106,2,104,3,4,2.6,5.3,2.8
"2011","E00010130","E00010130","Total",116,3,113,16,10,2.3,4.5,2.3
"2011","E00010156","E00010156","Total",127,0,127,7,1,2.4,6.8,3.7
"2011","E00010157","E00010157","Total",126,1,125,3,4,2.7,7.2,3.9
"2011","E00010162","E00010162","Total",128,4,124,20,12,2.5,5.1,2.6
"2011","E00010163","E00010163","Total",122,0,122,8,6,2.9,6.5,3.5
"2011","E00010144","E00010144","Total",112,2,110,7,3,2.4,6.2,3.3
"2011","E00010147","E00010147","Total",117,4,113,15,4,2.6,6.8,3.6
"2011","E00010148","E00010148","Total",107,0,107,30,3,1.9,4.6,2.2
"2011","E00010152","E00010152","Total",136,2,134,15,10,2.7,5.9,3.2
"2011","E00010159","E00010159","Total",131,2,129,10,4,2.5,6.1,3.3
"2011","E00010158","E00010158","Total",147,0,147,11,3,2.8,6.2,3.4
"2011","E00010169","E00010169","Total",141,3,138,13,11,2.6,5.6,3.0
"2011","E00010170","E00010170","Total",113,2,111,7,2,2.0,4.5,2.2
"2011","E00010172","E00010172","Total",133,3,130,28,18,2.3,4.4,2.3
"2011","E00010032","E00010032","Total",150,3,147,45,21,2.5,4.7,2.6
"2011","E00010033","E00010033","Total",198,4,194,90,41,2.4,3.9,2.2
"2011","E00010035","E00010035","Total",173,7,166,63,33,2.3,3.9,2.1
"2011","E00010038","E00010038","Total",177,4,173,62,15,2.2,4.3,2.5
"2011","E00010041","E00010041","Total",167,3,164,31,22,2.5,5.0,2.6
"2011","E00010040","E00010040","Total",196,2,194,81,42,2.3,3.7,2.0
"2011","E00010047","E00010047","Total",123,0,123,18,14,2.5,4.8,2.6
"2011","E00010049","E00010049","Total",151,5,146,35,23,2.7,4.8,2.6
"2011","E00010052","E00010052","Total",128,1,127,33,17,2.6,5.1,2.8
"2011","E00010055","E00010055","Total",221,10,211,107,36,2.3,3.6,2.2
"2011","E00010027","E00010027","Total",213,7,206,102,38,2.1,3.4,1.8
"2011","E00010031","E00010031","Total",204,4,200,119,59,2.5,3.4,1.9
"2011","E00010034","E00010034","Total",188,4,184,63,37,2.5,4.2,2.3
"2011","E00010036","E00010036","Total",150,3,147,70,32,2.3,3.6,2.0
"2011","E00010039","E00010039","Total",174,6,168,84,48,2.2,3.1,1.6
"2011","E00010037","E00010037","Total",161,5,156,38,23,2.3,4.4,2.3
"2011","E00010042","E00010042","Total",162,2,160,53,43,3.0,4.7,2.7
"2011","E00010043","E00010043","Total",116,4,112,25,16,2.8,5.1,2.8
"2011","E00010044","E00010044","Total",146,4,142,31,25,2.6,4.8,2.4
"2011","E00010045","E00010045","Total",125,0,125,18,13,2.6,5.2,2.7
"2011","E00010380","E00010380","Total",140,6,134,39,25,2.9,4.6,2.5
"2011","E00010406","E00010406","Total",142,3,139,44,29,2.4,4.1,2.2
"2011","E00010409","E00010409","Total",164,6,158,57,31,2.5,4.3,2.4
"2011","E00010410","E00010410","Total",121,1,120,43,25,2.2,3.6,1.8
"2011","E00010413","E00010413","Total",133,4,129,45,25,2.0,3.7,1.7
"2011","E00010374","E00010374","Total",194,11,183,118,50,2.0,2.8,1.5
"2011","E00010375","E00010375","Total",159,3,156,58,35,2.4,4.1,2.2
"2011","E00010382","E00010382","Total",125,0,125,51,19,2.2,3.7,2.0
"2011","E00010385","E00010385","Total",126,8,118,67,31,2.0,3.1,1.6
"2011","E00010386","E00010386","Total",146,3,143,41,24,2.3,4.0,2.2
"2011","E00010407","E00010407","Total",130,10,120,28,22,2.2,4.2,2.1
"2011","E00010384","E00010384","Total",187,13,174,89,49,2.4,3.7,2.0
"2011","E00010389","E00010389","Total",131,2,129,37,31,2.9,4.5,2.3
"2011","E00010391","E00010391","Total",181,6,175,36,24,2.4,4.5,2.3
"2011","E00010399","E00010399","Total",144,4,140,40,29,2.9,4.5,2.4
"2011","E00010411","E00010411","Total",146,5,141,66,23,2.4,3.9,2.0
"2011","E00010390","E00010390","Total",146,1,145,68,52,2.7,3.9,2.1
"2011","E00010395","E00010395","Total",132,9,123,46,33,3.0,4.3,2.3
"2011","E00010396","E00010396","Total",141,1,140,36,33,2.1,3.7,1.7
"2011","E00010401","E00010401","Total",130,4,126,40,19,2.2,3.6,1.8
"2011","E00010402","E00010402","Total",132,1,131,35,21,2.9,4.7,2.6
"2011","E00010378","E00010378","Total",133,1,132,49,32,2.1,3.6,1.8
"2011","E00010383","E00010383","Total",118,3,115,55,29,2.5,3.5,1.9
"2011","E00010404","E00010404","Total",141,0,141,58,41,2.4,3.6,1.9
"2011","E00010405","E00010405","Total",114,5,109,30,20,2.7,4.5,2.5
"2011","E00170305","E00170305","Total",139,2,137,60,35,2.2,3.3,1.6
"2011","E00170319","E00170319","Total",136,2,134,39,26,2.4,3.8,1.9
"2011","E00010373","E00010373","Total",123,3,120,43,28,2.2,3.9,2.1
"2011","E00010376","E00010376","Total",178,1,177,63,31,2.3,4.0,2.3
"2011","E00010377","E00010377","Total",114,4,110,45,32,2.7,4.2,2.3
"2011","E00010381","E00010381","Total",105,3,102,33,24,2.8,5.0,2.9
"2011","E00010412","E00010412","Total",109,6,103,31,21,2.6,4.7,2.4
"2011","E00010414","E00010414","Total",110,4,106,31,17,2.3,4.3,2.2
"2011","E00010379","E00010379","Total",127,2,125,45,24,2.3,3.7,1.9
"2011","E00010387","E00010387","Total",141,3,138,61,27,2.2,3.6,2.0
"2011","E00010388","E00010388","Total",165,2,163,66,49,2.6,3.8,1.9
"2011","E00010392","E00010392","Total",112,2,110,38,29,2.7,4.1,2.1
"2011","E00010393","E00010393","Total",130,2,128,45,25,2.1,3.8,1.8
"2011","E00010394","E00010394","Total",129,4,125,42,22,2.6,4.7,2.6
"2011","E00010397","E00010397","Total",124,4,120,57,35,2.5,3.8,2.0
"2011","E00010398","E00010398","Total",117,6,111,20,16,2.1,4.4,2.2
"2011","E00010400","E00010400","Total",142,1,141,49,32,2.9,4.5,2.4
"2011","E00010403","E00010403","Total",168,8,160,71,35,2.2,3.5,1.8
"2011","E00010258","E00010258","Total",143,7,136,59,33,2.3,3.7,1.9
"2011","E00010266","E00010266","Total",133,1,132,39,31,3.1,4.8,2.6
"2011","E00010269","E00010269","Total",128,4,124,43,27,3.0,4.5,2.5
"2011","E00010290","E00010290","Total",161,14,147,61,30,2.5,4.0,2.2
"2011","E00010292","E00010292","Total",177,6,171,74,53,2.8,4.0,2.2
"2011","E00010256","E00010256","Total",142,5,137,65,44,2.8,4.0,2.1
"2011","E00010257","E00010257","Total",122,2,120,50,32,2.5,3.8,2.0
"2011","E00010265","E00010265","Total",166,3,163,49,35,2.5,4.0,2.1
"2011","E00010267","E00010267","Total",111,3,108,32,29,2.7,4.5,2.3
"2011","E00170317","E00170317","Total",132,1,131,50,42,3.1,4.3,2.3
"2011","E00170318","E00170318","Total",130,7,123,67,44,2.9,3.8,2.1
"2011","E00010264","E00010264","Total",113,0,113,30,6,2.4,4.7,2.8
"2011","E00010273","E00010273","Total",133,3,130,47,31,2.2,3.8,1.7
"2011","E00010274","E00010274","Total",137,5,132,35,35,2.7,4.4,2.3
"2011","E00010275","E00010275","Total",141,4,137,50,33,2.5,4.0,2.2
"2011","E00010276","E00010276","Total",152,2,150,59,29,2.6,4.1,2.3
"2011","E00010254","E00010254","Total",158,0,158,64,44,3.0,4.3,2.5
"2011","E00010262","E00010262","Total",132,0,132,41,26,3.0,4.6,2.6
"2011","E00010263","E00010263","Total",158,2,156,61,29,2.3,3.9,2.2
"2011","E00010288","E00010288","Total",119,1,118,31,22,2.6,4.6,2.3
"2011","E00010291","E00010291","Total",138,2,136,19,18,2.5,5.0,2.4
"2011","E00010268","E00010268","Total",133,2,131,26,19,2.6,4.7,2.5
"2011","E00010270","E00010270","Total",135,0,135,35,27,2.9,5.0,2.8
"2011","E00010271","E00010271","Total",130,4,126,45,24,2.6,4.3,2.3
"2011","E00010279","E00010279","Total",143,7,136,39,19,2.4,4.2,2.2
"2011","E00010272","E00010272","Total",131,2,129,38,28,2.7,4.6,2.4
"2011","E00010277","E00010277","Total",133,6,127,40,29,2.0,3.9,1.9
"2011","E00010278","E00010278","Total",164,6,158,101,36,2.2,3.1,1.7
"2011","E00010280","E00010280","Total",129,4,125,44,23,2.6,4.7,2.6
"2011","E00010281","E00010281","Total",136,4,132,28,18,2.9,5.1,2.9
"2011","E00010282","E00010282","Total",131,3,128,33,26,3.0,5.4,3.0
"2011","E00010283","E00010283","Total",112,3,109,26,16,2.7,5.1,2.8
"2011","E00010284","E00010284","Total",122,8,114,33,19,2.4,4.3,2.3
"2011","E00010285","E00010285","Total",120,8,112,54,38,3.0,4.4,2.6
"2011","E00010286","E00010286","Total",107,3,104,40,23,2.9,4.6,2.6
"2011","E00010259","E00010259","Total",155,11,144,28,20,2.8,4.6,2.4
"2011","E00010260","E00010260","Total",116,2,114,28,18,2.6,4.8,2.7
"2011","E00010261","E00010261","Total",124,5,119,29,22,3.0,5.2,3.0
"2011","E00010287","E00010287","Total",168,7,161,65,36,2.9,4.3,2.5
"2011","E00010289","E00010289","Total",127,0,127,42,31,2.6,4.0,2.1
"2011","E00010104","E00010104","Total",194,3,191,48,21,2.2,4.3,2.2
"2011","E00010105","E00010105","Total",182,4,178,43,29,2.3,4.4,2.2
"2011","E00010106","E00010106","Total",225,5,220,84,31,2.3,3.8,2.1
"2011","E00010107","E00010107","Total",108,0,108,22,16,2.3,4.6,2.4
"2011","E00010109","E00010109","Total",155,1,154,29,13,2.2,4.2,2.2
"2011","E00010103","E00010103","Total",129,2,127,42,16,2.5,4.0,2.1
"2011","E00010110","E00010110","Total",164,8,156,41,20,2.6,4.7,2.6
"2011","E00010111","E00010111","Total",153,4,149,49,14,2.0,3.7,1.9
"2011","E00010112","E00010112","Total",146,2,144,23,4,1.9,3.9,1.9
"2011","E00010138","E00010138","Total",159,6,153,36,13,2.2,4.6,2.4
"2011","E00010339","E00010339","Total",143,2,141,23,13,2.4,4.5,2.3
"2011","E00010343","E00010343","Total",147,1,146,43,33,2.5,4.0,2.1
"2011","E00010344","E00010344","Total",113,3,110,26,9,2.4,5.1,2.7
"2011","E00010371","E00010371","Total",150,8,142,7,8,2.4,5.4,2.8
"2011","E00010372","E00010372","Total",157,5,152,30,18,2.1,4.4,2.2
"2011","E00010334","E00010334","Total",134,3,131,20,13,2.4,5.1,2.6
"2011","E00010338","E00010338","Total",155,7,148,16,12,2.4,4.9,2.5
"2011","E00010340","E00010340","Total",139,2,137,37,19,2.2,4.3,2.1
"2011","E00010341","E00010341","Total",165,6,159,30,17,2.4,5.3,2.7
"2011","E00010342","E00010342","Total",170,1,169,35,19,2.1,4.2,2.1
"2011","E00010301","E00010301","Total",115,1,114,29,32,4.1,5.6,3.1
"2011","E00010303","E00010303","Total",111,1,110,22,22,5.0,6.3,3.7
"2011","E00010330","E00010330","Total",132,0,132,34,24,3.4,4.9,2.7
"2011","E00010332","E00010332","Total",109,2,107,22,19,3.9,5.5,3.2
"2011","E00010296","E00010296","Total",130,3,127,44,30,3.1,4.5,2.6
"2011","E00010300","E00010300","Total",118,5,113,45,26,2.6,4.1,2.3
"2011","E00010304","E00010304","Total",143,2,141,51,35,2.5,4.1,2.1
"2011","E00010309","E00010309","Total",126,4,122,53,24,2.0,3.2,1.5
"2011","E00010331","E00010331","Total",150,10,140,51,30,2.5,4.0,2.2
"2011","E00010299","E00010299","Total",119,3,116,10,8,4.4,6.4,3.8
"2011","E00010320","E00010320","Total",132,4,128,36,27,4.3,5.7,3.4
"2011","E00010329","E00010329","Total",168,1,167,90,32,2.8,3.8,2.3
"2011","E00010333","E00010333","Total",107,2,105,19,19,4.2,5.7,3.4
"2011","E00010293","E00010293","Total",97,1,96,23,10,2.7,4.5,2.4
"2011","E00010307","E00010307","Total",118,2,116,26,22,4.3,6.0,3.5
"2011","E00010317","E00010317","Total",119,3,116,29,32,4.6,5.7,3.2
"2011","E00010324","E00010324","Total",122,0,122,52,37,2.8,4.3,2.4
"2011","E00010013","E00010013","Total",111,1,110,3,3,3.0,8.4,4.7
"2011","E00010014","E00010014","Total",114,1,113,24,0,2.3,6.3,3.4
"2011","E00010015","E00010015","Total",126,5,121,34,11,2.0,4.6,2.6
"2011","E00010016","E00010016","Total",121,5,116,25,5,2.6,5.8,3.1
"2011","E00010017","E00010017","Total",140,1,139,7,4,2.0,4.4,2.2
"2011","E00010018","E00010018","Total",148,5,143,24,17,2.3,4.3,2.2
"2011","E00010064","E00010064","Total",118,0,118,1,0,3.3,10.7,5.4
"2011","E00010067","E00010067","Total",104,2,102,9,2,2.3,6.4,3.3
"2011","E00010078","E00010078","Total",131,0,131,9,6,2.4,6.0,3.1
"2011","E00010084","E00010084","Total",118,1,117,6,2,2.2,5.6,2.8
"2011","E00010089","E00010089","Total",172,3,169,49,14,1.9,4.4,2.0
"2011","E00010072","E00010072","Total",118,1,117,22,9,2.2,4.8,2.4
"2011","E00010073","E00010073","Total",99,0,99,9,6,2.5,5.9,3.0
"2011","E00010079","E00010079","Total",151,4,147,17,8,2.0,5.0,2.5
"2011","E00010093","E00010093","Total",107,0,107,26,11,2.5,6.1,3.1
"2011","E00010100","E00010100","Total",128,3,125,20,17,2.3,4.7,2.4
"2011","E00010102","E00010102","Total",115,2,113,22,19,2.1,4.0,1.9
"2011","E00010069","E00010069","Total",119,10,109,61,19,2.1,3.4,1.9
"2011","E00010070","E00010070","Total",150,4,146,33,20,2.5,4.9,2.5
"2011","E00010071","E00010071","Total",135,8,127,30,13,2.3,4.9,2.5
"2011","E00010077","E00010077","Total",115,1,114,18,10,2.1,4.2,2.3
"2011","E00010099","E00010099","Total",120,2,118,18,11,2.1,5.0,2.5
"2011","E00010101","E00010101","Total",122,3,119,14,0,2.3,5.7,3.0
"2011","E00010046","E00010046","Total",113,1,112,35,14,2.3,4.4,2.4
"2011","E00010048","E00010048","Total",115,3,112,30,17,2.6,4.7,2.5
"2011","E00010050","E00010050","Total",109,1,108,34,16,2.5,4.3,2.4
"2011","E00010051","E00010051","Total",105,2,103,10,8,2.5,5.4,2.9
"2011","E00010053","E00010053","Total",100,2,98,27,18,2.6,4.6,2.3
"2011","E00010054","E00010054","Total",148,4,144,53,25,2.4,4.1,2.2
"2011","E00010056","E00010056","Total",160,3,157,54,24,2.6,4.7,2.6
"2011","E00010057","E00010057","Total",118,6,112,38,18,2.8,4.7,2.6
"2011","E00010059","E00010059","Total",115,4,111,35,23,2.4,4.8,2.5
"2011","E00010061","E00010061","Total",157,7,150,64,15,2.0,3.8,2.1
"2011","E00010062","E00010062","Total",127,1,126,29,16,2.6,4.9,2.8
"2011","E00010029","E00010029","Total",116,6,110,43,17,2.4,4.5,2.3
"2011","E00010030","E00010030","Total",114,3,111,21,17,2.8,5.4,2.8
"2011","E00010058","E00010058","Total",137,3,134,38,18,2.1,3.9,2.0
"2011","E00010060","E00010060","Total",168,5,163,85,41,2.5,4.0,2.2
"2011","E00170301","E00170301","Total",84,4,80,68,23,2.1,2.1,1.4
"2011","E00170307","E00170307","Total",76,9,67,32,7,1.9,3.3,1.9
"2011","E00170308","E00170308","Total",86,2,84,28,10,2.1,3.7,2.0
"2011","E00010319","E00010319","Total",121,3,118,40,32,2.8,4.3,2.3
"2011","E00010326","E00010326","Total",209,7,202,69,48,2.8,4.4,2.5
"2011","E00010327","E00010327","Total",154,7,147,34,16,2.4,4.4,2.5
"2011","E00010328","E00010328","Total",197,6,191,104,36,2.1,3.4,2.0
"2011","E00010298","E00010298","Total",139,1,138,37,24,3.0,4.6,2.6
"2011","E00010313","E00010313","Total",155,1,154,40,26,2.4,4.2,2.3
"2011","E00010316","E00010316","Total",132,4,128,44,26,2.5,4.0,2.1
"2011","E00010321","E00010321","Total",108,6,102,40,15,2.5,3.9,2.2
"2011","E00010322","E00010322","Total",129,2,127,46,29,2.8,4.5,2.5
"2011","E00010295","E00010295","Total",115,0,115,40,26,3.0,4.1,2.4
"2011","E00010297","E00010297","Total",159,2,157,55,37,2.3,3.8,1.9
"2011","E00010302","E00010302","Total",131,2,129,53,34,2.4,3.6,1.7
"2011","E00010305","E00010305","Total",159,4,155,58,41,2.3,3.7,1.9
"2011","E00010306","E00010306","Total",133,1,132,54,39,2.6,4.0,2.0
"2011","E00010308","E00010308","Total",153,6,147,36,18,2.5,4.3,2.2
"2011","E00010312","E00010312","Total",146,3,143,66,46,2.9,4.2,2.2
"2011","E00010314","E00010314","Total",122,2,120,50,34,2.0,3.3,1.5
"2011","E00010315","E00010315","Total",120,5,115,32,16,2.0,3.6,1.8
"2011","E00010323","E00010323","Total",162,7,155,57,29,2.5,4.1,2.3
"2011","E00010325","E00010325","Total",138,3,135,58,25,2.0,3.5,1.7
"2011","E00010294","E00010294","Total",173,6,167,56,21,2.6,4.3,2.4
"2011","E00010310","E00010310","Total",128,4,124,21,22,3.0,5.4,3.2
"2011","E00010311","E00010311","Total",152,2,150,40,28,3.0,5.0,2.8
"2011","E00010318","E00010318","Total",104,3,101,17,16,2.8,5.0,2.8
"2011","E00009950","E00009950","Total",171,1,170,82,13,1.6,2.7,1.4
"2011","E00009973","E00009973","Total",103,12,91,20,12,1.8,3.5,1.6
"2011","E00009978","E00009978","Total",151,6,145,53,26,1.9,3.3,1.5
"2011","E00009979","E00009979","Total",124,2,122,22,6,1.9,3.8,1.9
"2011","E00009982","E00009982","Total",148,1,147,19,6,1.8,3.9,1.9
"2011","E00170299","E00170299","Total",170,14,156,49,7,2.0,4.2,2.2
"2011","E00009952","E00009952","Total",136,2,134,19,7,2.1,4.9,2.5
"2011","E00009958","E00009958","Total",120,4,116,20,6,2.6,5.3,2.8
"2011","E00009959","E00009959","Total",124,2,122,22,4,2.0,4.4,2.1
"2011","E00009960","E00009960","Total",126,4,122,23,7,2.4,4.9,2.6
"2011","E00009965","E00009965","Total",136,4,132,25,5,2.1,4.7,2.3
"2011","E00009969","E00009969","Total",127,6,121,35,8,1.7,3.7,1.8
"2011","E00009948","E00009948","Total",117,8,109,14,3,2.4,5.2,2.8
"2011","E00009949","E00009949","Total",146,1,145,8,2,2.6,5.9,3.3
"2011","E00009955","E00009955","Total",115,4,111,15,8,2.1,4.7,2.5
"2011","E00009964","E00009964","Total",104,1,103,8,4,2.3,5.3,2.7
"2011","E00009968","E00009968","Total",101,2,99,11,4,2.1,4.7,2.5
"2011","E00009971","E00009971","Total",98,2,96,13,7,2.4,5.2,2.8
"2011","E00009974","E00009974","Total",124,7,117,25,10,2.0,4.0,1.9
"2011","E00009951","E00009951","Total",96,3,93,5,2,2.2,5.0,2.5
"2011","E00009954","E00009954","Total",173,6,167,30,14,2.3,5.0,2.8
"2011","E00009963","E00009963","Total",116,4,112,11,8,1.9,4.4,2.1
"2011","E00009983","E00009983","Total",110,2,108,9,1,1.9,4.3,2.0
"2011","E00009986","E00009986","Total",126,2,124,8,4,2.8,6.5,3.4
"2011","E00009987","E00009987","Total",145,5,140,27,16,2.2,4.5,2.2
"2011","E00009957","E00009957","Total",150,1,149,15,4,2.2,5.0,2.5
"2011","E00009961","E00009961","Total",141,2,139,16,6,2.0,4.6,2.2
"2011","E00009962","E00009962","Total",154,1,153,35,14,2.1,4.5,2.2
"2011","E00009970","E00009970","Total",147,1,146,26,10,2.3,5.0,2.6
"2011","E00009972","E00009972","Total",152,7,145,35,14,2.4,5.1,2.8
"2011","E00009946","E00009946","Total",186,13,173,58,8,1.8,3.9,2.0
"2011","E00009947","E00009947","Total",142,5,137,32,16,2.0,4.2,2.0
"2011","E00009967","E00009967","Total",153,10,143,26,9,2.1,4.4,2.1
"2011","E00009975","E00009975","Total",131,14,117,42,6,2.1,4.1,2.2
"2011","E00009976","E00009976","Total",148,6,142,24,10,2.1,4.4,2.2
"2011","E00009980","E00009980","Total",121,4,117,18,12,2.0,4.2,2.1
"2011","E00009945","E00009945","Total",148,19,129,63,36,2.5,3.9,2.2
