OA11CD,Rural Urban,Total,"1. Managers, directors and senior officials",11. Corporate managers and directors,111. Chief Executives and Senior Officials,112. Production Managers and Directors,113. Functional Managers and Directors,115. Financial Institution Managers and Directors,116. Managers and Directors in Transport and Logistics,117. Senior Officers in Protective Services,118. Health and Social Services Managers and Directors,119. Managers and Directors in Retail and Wholesale,12. Other managers and proprietors,121. Managers and Proprietors in Agriculture Related Services,122. Managers and Proprietors in Hospitality and Leisure Services,124. Managers and Proprietors in Health and Care Services,125. Managers and Proprietors in Other Services,2. Professional occupations,"21. Science research, engineering and technology professionals",211. Natural and Social Science Professionals,212. Engineering Professionals,213. Information Technology and Telecommunications Professionals,214. Conservation and Environment Professionals,215. Research and Development Managers,22. Health professionals,221. Health Professionals,222. Therapy Professionals,223. Nursing and Midwifery Professionals,23. Teaching and educational professionals,231. Teaching and Educational Professionals,"24. Business, media and public service professionals",241. Legal Professionals,242. Research and Administrative Professionals,"243. Architects, Town Planners and Surveyors",244. Welfare Professionals,245. Librarians and Related Professionals,246. Quality and Regulatory Professionals,247. Media Professionals,3. Associate professional and technical occupations,"31. Science, engineering and technology associate professionals","311. Science, Engineering and Production Technicians",312. Draughtspersons and Related Architectural Technicians,313. Information Technology Technicians,32. Health and social care associate professionals,321. Health Associate Professionals,323. Welfare and Housing Associate Professionals,33. Protective Service Occupations,331. Protective Service Occupations,"34. Culture, media and sports occupations","341. Artistic, Literary and Media Occupations",342. Design Occupations,344. Sports and Fitness Occupations,35. Business and public service associate professionals,351. Transport Associate Professionals,352. Legal Associate Professionals,"353. Business, Finance and Related Associate Professionals","354. Sales, Marketing and Related Associate Professionals",355. Conservation and Environmental associate professionals,356. Public Services and Other Associate Professionals,4. Administrative and secretarial occupations,41. Administrative occupations,411. Government and Related Organisations,412. Finance,413. Records,415. Other Administrative Occupations,416. Office Managers and Supervisors,42. Secretarial and related occupations,421. Secretarial and Related Occupations,5. Skilled trades occupations,51. Skilled agricultural and related trades,511. Agricultural and Related Trades,"52. Skilled metal, electrical and electronic trades","521. Metal Forming, Welding and Related Trades","522. Metal Machining, Fitting and Instrument Making Trades",523. Vehicle Trades,524. Electrical and Electronic Trades,"525. Skilled Metal, Electrical and Electronic Trades Supervisors",53. Skilled construction and building trades,531. Construction and Building Trades,532. Building Finishing Trades,533. Construction and Building Trades Supervisors,"54. Textiles, printing and other skilled trades",541. Textiles and Garments Trades,542. Printing Trades,543. Food Preparation and Hospitality Trades,544. Other Skilled Trades,"6. Caring, leisure and other service occupations",61. Caring personal service occupations,612. Childcare and Related Personal Services,613. Animal Care and Control Services,614. Caring Personal Services,"62. Leisure, travel and related personal service occupations",621. Leisure and Travel Services,622. Hairdressers and Related Services,623. Housekeeping and Related Services,624. Cleaning and Housekeeping Managers and Supervisors,7. Sales and customer service occupations,71. Sales occupations,711. Sales Assistants and Retail Cashiers,712. Sales Related Occupations,713. Sales Supervisors,72. Customer service occupations,721. Customer Service Occupations,722. Customer Service Managers and Supervisors,"8. Process, plant and machine operatives","81. Process, plant and machine operatives",811. Process Operatives,812. Plant and Machine Operatives,813. Assemblers and Routine Operatives,814. Construction Operatives,82. Transport and mobile machine drivers and operatives,821. Road Transport Drivers,822. Mobile Machine Drivers and Operatives,823. Other Drivers and Transport Operatives,9. Elementary occupations,91. Elementary trades and related occupations,911. Elementary Agricultural Occupations,912. Elementary Construction Occupations,913. Elementary Process Plant Occupations,92. Elementary administration and service occupations,921. Elementary Administration Occupations,923. Elementary Cleaning Occupations,924. Elementary Security Occupations,925. Elementary Sales Occupations,926. Elementary Storage Occupations,927. Other Elementary Services Occupations
E00016314,Total,119,4,2,0,0,1,0,1,0,0,0,2,0,0,0,2,26,6,1,1,3,0,1,4,0,0,4,6,6,10,1,3,1,1,1,0,3,21,1,0,0,1,0,0,0,3,3,11,8,3,0,6,0,0,3,3,0,0,17,10,3,3,1,3,0,7,7,8,0,0,1,0,0,0,1,0,6,5,1,0,1,0,0,1,0,10,9,1,1,7,1,0,1,0,0,13,10,9,1,0,3,3,0,4,1,0,0,1,0,3,3,0,0,16,1,0,1,0,15,1,3,2,0,2,7
E00016319,Total,98,7,3,0,0,0,0,1,0,1,1,4,0,1,0,3,13,3,0,1,2,0,0,5,1,1,3,3,3,2,0,1,0,0,0,0,1,12,1,0,0,1,0,0,0,0,0,2,2,0,0,9,0,0,4,2,0,3,19,14,6,1,3,4,0,5,5,10,0,0,3,0,3,0,0,0,5,4,1,0,2,0,0,1,1,11,9,4,0,5,2,1,0,1,0,9,7,6,0,1,2,2,0,7,3,0,0,0,3,4,3,1,0,10,1,0,0,1,9,1,2,3,1,0,2
E00016321,Total,158,21,11,1,3,5,0,1,0,0,1,10,0,2,1,7,40,7,0,3,2,2,0,4,2,1,1,10,10,19,2,7,4,2,1,0,3,30,2,1,0,1,2,1,1,0,0,8,4,3,1,18,0,3,7,4,0,4,13,12,5,3,2,2,0,1,1,12,0,0,4,0,2,1,1,0,4,3,1,0,4,1,0,3,0,11,8,3,0,5,3,2,1,0,0,11,10,10,0,0,1,1,0,7,2,0,0,1,1,5,5,0,0,13,1,0,1,0,12,0,7,3,1,0,1
E00016322,Total,174,18,11,0,0,7,1,2,0,1,0,7,0,1,0,6,36,10,2,3,5,0,0,6,1,3,2,7,7,13,3,3,0,2,1,2,2,34,2,0,0,2,3,0,3,2,2,9,9,0,0,18,0,0,4,7,2,5,29,19,3,6,2,7,1,10,10,16,2,2,4,1,1,0,2,0,4,2,2,0,6,1,0,3,2,11,9,5,0,4,2,2,0,0,0,11,8,6,0,2,3,3,0,5,2,0,0,0,2,3,3,0,0,14,2,0,2,0,12,4,2,1,1,0,4
E00016305,Total,135,14,9,1,0,6,0,0,0,1,1,5,0,1,1,3,29,8,0,4,4,0,0,10,1,2,7,4,4,7,3,2,1,1,0,0,0,22,1,0,0,1,3,1,2,2,2,6,5,0,1,10,0,1,1,6,0,2,17,11,3,5,1,1,1,6,6,10,0,0,3,0,0,1,1,1,3,1,2,0,4,0,0,4,0,7,5,1,0,4,2,0,1,0,1,11,11,10,1,0,0,0,0,8,1,0,1,0,0,7,6,0,1,17,0,0,0,0,17,1,6,2,1,2,5
E00016306,Total,169,18,14,0,0,10,1,1,0,1,1,4,0,1,0,3,40,11,1,2,8,0,0,8,3,1,4,9,9,12,2,5,1,3,0,0,1,29,1,0,0,1,3,1,2,1,1,12,8,4,0,12,0,1,2,1,0,8,22,18,5,3,4,5,1,4,4,12,1,1,0,0,0,0,0,0,9,6,3,0,2,0,1,1,0,15,10,3,0,7,5,4,1,0,0,10,4,4,0,0,6,6,0,9,4,0,3,0,1,5,4,1,0,14,0,0,0,0,14,6,1,3,1,1,2
E00016308,Total,157,18,13,0,2,4,3,2,0,0,2,5,0,0,1,4,29,9,3,2,4,0,0,5,2,1,2,6,6,9,1,3,3,0,0,2,0,24,2,0,0,2,2,1,1,1,1,9,6,3,0,10,0,0,5,3,0,2,15,7,1,1,1,4,0,8,8,17,2,2,3,0,0,0,3,0,8,8,0,0,4,0,1,3,0,18,15,3,0,12,3,2,0,1,0,14,10,6,2,2,4,3,1,7,4,0,1,0,3,3,3,0,0,15,1,0,1,0,14,1,6,2,0,1,4
E00016315,Total,230,22,14,0,1,9,1,1,0,1,1,8,0,3,0,5,50,11,0,3,8,0,0,6,0,1,5,17,17,16,1,5,2,4,2,1,1,52,6,2,1,3,6,1,5,3,3,18,12,4,2,19,0,0,7,9,0,3,31,25,3,10,4,6,2,6,6,17,0,0,4,1,1,1,1,0,10,8,2,0,3,0,0,2,1,23,19,10,1,8,4,0,1,2,1,18,11,8,2,1,7,5,2,5,2,0,1,0,1,3,3,0,0,12,0,0,0,0,12,0,5,3,1,2,1
E00016317,Total,152,18,16,1,3,8,0,0,0,1,3,2,0,0,0,2,36,6,2,0,4,0,0,9,5,2,2,9,9,12,4,3,1,1,0,0,3,20,2,0,1,1,2,1,1,1,1,7,7,0,0,8,0,1,2,2,0,3,20,12,2,3,2,4,1,8,8,13,0,0,3,1,0,0,2,0,3,1,2,0,7,1,0,6,0,11,11,3,0,8,0,0,0,0,0,11,6,6,0,0,5,5,0,9,3,1,0,0,2,6,6,0,0,14,0,0,0,0,14,3,3,1,0,0,7
E00016320,Total,153,17,11,2,2,4,1,1,1,0,0,6,0,2,2,2,39,6,0,0,5,0,1,6,1,2,3,10,10,17,0,7,5,3,0,0,2,26,1,1,0,0,3,1,2,2,2,14,11,3,0,6,0,1,0,3,0,2,25,19,4,2,4,6,3,6,6,8,0,0,2,0,0,0,2,0,3,2,0,1,3,0,0,3,0,9,7,2,1,4,2,1,0,1,0,7,5,4,0,1,2,2,0,6,3,0,1,0,2,3,2,0,1,16,1,0,0,1,15,1,4,2,1,1,6
E00016779,Total,122,13,5,1,0,0,0,1,0,0,3,8,0,3,1,4,15,5,0,1,4,0,0,4,0,2,2,3,3,3,1,2,0,0,0,0,0,8,0,0,0,0,0,0,0,2,2,3,3,0,0,3,0,0,0,0,0,3,14,12,3,6,2,1,0,2,2,8,2,2,2,0,0,0,2,0,1,0,1,0,3,0,0,3,0,13,9,5,0,4,4,2,0,0,2,10,9,9,0,0,1,1,0,7,3,0,0,2,1,4,3,0,1,34,1,0,1,0,33,1,4,15,2,0,11
E00016789,Total,185,18,10,0,2,2,1,1,0,2,2,8,0,3,1,4,40,6,2,1,3,0,0,9,4,2,3,4,4,21,3,8,1,0,1,1,7,38,1,0,0,1,6,1,5,3,3,10,9,1,0,18,0,0,4,5,0,9,17,15,5,2,3,2,3,2,2,23,0,0,6,0,0,1,5,0,7,3,4,0,10,0,0,9,1,17,9,4,1,4,8,1,4,1,2,13,10,9,1,0,3,3,0,7,1,0,1,0,0,6,6,0,0,12,1,0,0,1,11,1,0,4,0,1,5
E00016797,Total,208,20,12,0,2,4,2,0,1,1,2,8,0,2,0,6,55,11,2,3,6,0,0,8,2,0,6,16,16,20,3,6,1,6,0,0,4,23,0,0,0,0,2,2,0,3,3,6,6,0,0,12,0,0,4,2,0,6,31,26,12,6,4,3,1,5,5,24,3,3,8,0,3,2,3,0,8,6,2,0,5,0,0,5,0,15,9,5,0,4,6,5,1,0,0,14,10,7,0,3,4,4,0,16,6,0,2,1,3,10,7,1,2,10,1,0,1,0,9,2,2,2,0,0,3
E00016798,Total,173,17,8,0,2,4,0,0,0,0,2,9,0,3,1,5,27,9,0,2,7,0,0,5,1,0,4,3,3,10,0,6,0,1,0,1,2,21,1,0,0,1,1,0,1,1,1,9,6,3,0,9,0,0,4,3,0,2,20,8,1,3,1,3,0,12,12,15,0,0,3,0,1,0,2,0,7,1,6,0,5,1,0,3,1,21,12,6,0,6,9,1,3,4,1,12,7,6,1,0,5,5,0,23,5,1,2,0,2,18,17,1,0,17,1,0,0,1,16,2,6,3,0,1,4
E00016821,Total,191,18,11,1,3,5,1,0,0,0,1,7,0,2,0,5,48,5,2,0,3,0,0,4,2,0,2,19,19,20,2,7,1,3,1,1,5,28,3,2,0,1,3,2,1,1,1,11,9,1,1,10,0,2,2,3,0,3,22,17,8,3,3,3,0,5,5,13,1,1,2,0,0,0,1,1,6,5,1,0,4,1,0,3,0,18,15,5,0,10,3,0,3,0,0,18,16,14,1,1,2,1,1,7,1,0,0,1,0,6,4,0,2,19,0,0,0,0,19,4,4,2,1,0,8
E00016780,Total,184,25,8,0,1,5,0,0,0,0,2,17,0,6,1,10,25,3,0,0,3,0,0,4,0,1,3,8,8,10,3,3,0,2,0,0,2,21,2,0,1,1,2,0,2,1,1,5,4,0,1,11,0,1,4,4,0,2,23,17,6,4,1,6,0,6,6,26,8,8,5,0,3,1,1,0,10,7,3,0,3,0,0,3,0,19,12,2,0,10,7,2,0,4,1,25,19,18,0,1,6,6,0,5,1,0,0,0,1,4,2,0,2,15,0,0,0,0,15,2,3,5,0,0,5
E00016782,Total,199,14,4,0,1,1,1,0,0,1,0,10,0,3,2,5,48,11,2,1,8,0,0,10,4,0,6,11,11,16,3,4,0,3,1,1,4,26,6,3,0,3,1,0,1,0,0,8,5,2,1,11,0,0,4,4,0,3,24,21,7,7,2,3,2,3,3,26,1,1,4,1,1,0,2,0,10,5,5,0,11,0,0,11,0,23,12,7,0,5,11,0,9,0,2,9,6,5,1,0,3,1,2,6,1,0,0,0,1,5,5,0,0,23,2,0,1,1,21,2,6,3,4,2,4
E00016790,Total,76,6,4,0,1,0,1,0,0,1,1,2,0,0,1,1,20,4,0,0,3,1,0,3,0,0,3,5,5,8,0,5,0,1,0,0,2,10,2,0,0,2,1,0,1,0,0,6,5,1,0,1,0,1,0,0,0,0,8,7,0,3,3,1,0,1,1,5,0,0,2,0,0,0,2,0,2,0,2,0,1,0,0,1,0,7,1,1,0,0,6,1,3,1,1,8,7,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,11,2,5,2,0,0,2
E00016792,Total,170,19,7,2,0,1,0,0,0,0,4,12,0,6,0,6,22,4,0,0,4,0,0,9,3,0,6,6,6,3,0,3,0,0,0,0,0,21,2,1,0,1,2,2,0,0,0,8,8,0,0,9,0,0,5,3,0,1,22,15,6,3,2,4,0,7,7,19,0,0,3,0,0,0,3,0,9,8,1,0,7,0,0,7,0,19,10,3,0,7,9,1,7,1,0,18,13,11,0,2,5,4,1,6,1,0,0,0,1,5,4,0,1,24,2,0,1,1,22,4,7,2,0,1,8
E00016795,Total,143,13,6,0,1,2,0,0,0,1,2,7,0,2,0,5,23,6,0,0,6,0,0,7,0,0,7,2,2,8,0,2,1,1,0,0,4,22,2,1,0,1,0,0,0,2,2,11,9,1,1,7,0,1,4,1,0,1,19,13,5,4,1,3,0,6,6,15,1,1,7,0,1,0,6,0,4,1,3,0,3,0,0,3,0,10,7,2,0,5,3,0,1,0,2,24,20,20,0,0,4,3,1,8,0,0,0,0,0,8,7,0,1,9,2,0,2,0,7,1,3,2,0,1,0
E00016783,Total,181,15,9,1,0,4,2,0,0,0,2,6,0,2,0,4,31,5,1,0,4,0,0,6,0,0,6,5,5,15,0,7,2,5,0,0,1,28,1,0,0,1,5,2,3,1,1,8,6,2,0,13,0,2,4,4,0,3,32,27,5,3,6,6,7,5,5,19,0,0,11,0,1,1,9,0,6,4,2,0,2,0,0,2,0,22,18,11,0,7,4,2,2,0,0,10,8,7,0,1,2,2,0,14,0,0,0,0,0,14,7,0,7,10,1,0,1,0,9,0,4,2,0,2,1
E00016802,Total,193,12,7,0,1,1,0,0,1,0,4,5,0,5,0,0,46,12,4,0,8,0,0,7,3,0,4,8,8,19,1,6,1,7,0,1,3,25,1,0,0,1,3,1,2,0,0,6,5,0,1,15,0,0,4,5,1,5,22,13,2,1,2,5,3,9,9,22,1,1,4,0,2,1,1,0,7,4,3,0,10,0,1,8,1,15,11,4,0,7,4,1,3,0,0,18,15,14,0,1,3,2,1,9,3,0,0,1,2,6,4,0,2,24,1,0,0,1,23,3,9,2,0,2,7
E00016807,Total,219,12,6,1,0,2,0,0,0,0,3,6,0,2,0,4,26,5,1,1,3,0,0,5,1,0,4,5,5,11,2,2,2,3,0,0,2,26,0,0,0,0,4,0,4,0,0,9,7,0,2,13,0,1,2,5,0,5,15,11,2,1,1,4,3,4,4,40,3,3,3,0,1,0,2,0,29,26,2,1,5,0,0,5,0,49,40,12,0,28,9,2,5,1,1,14,13,12,0,1,1,1,0,10,2,0,0,0,2,8,1,2,5,27,3,0,3,0,24,1,12,3,0,2,6
E00016809,Total,182,8,4,0,0,1,0,0,0,0,3,4,0,2,0,2,46,7,0,2,5,0,0,7,3,0,4,15,15,17,0,9,4,3,0,0,1,37,3,1,1,1,4,1,3,0,0,15,9,3,3,15,0,0,6,8,0,1,24,16,6,3,2,3,2,8,8,17,0,0,3,0,1,2,0,0,5,3,2,0,9,0,1,6,2,10,7,4,0,3,3,1,1,1,0,15,11,10,1,0,4,3,1,8,4,1,1,0,2,4,4,0,0,17,0,0,0,0,17,2,7,3,0,1,4
E00016810,Total,197,16,7,0,1,2,1,1,0,1,1,9,0,1,4,4,25,6,2,3,1,0,0,2,0,0,2,6,6,11,2,3,0,2,2,0,2,29,0,0,0,0,3,1,2,0,0,20,10,9,1,6,0,0,3,2,0,1,13,11,2,3,4,2,0,2,2,23,2,2,3,0,1,1,1,0,11,9,2,0,7,0,0,7,0,20,15,6,0,9,5,2,1,2,0,26,22,18,2,2,4,3,1,6,2,0,0,0,2,4,2,0,2,39,2,0,2,0,37,7,10,5,3,1,11
E00016784,Total,135,17,10,0,1,5,0,0,0,0,4,7,0,1,0,6,28,3,0,1,2,0,0,7,4,0,3,6,6,12,2,7,1,0,0,1,1,13,1,1,0,0,1,0,1,1,1,2,2,0,0,8,0,0,0,3,0,5,13,9,3,3,1,1,1,4,4,11,2,2,2,0,1,0,1,0,3,2,1,0,4,0,0,3,1,17,13,11,0,2,4,3,0,1,0,12,11,8,2,1,1,1,0,11,5,0,3,1,1,6,4,1,1,13,2,0,2,0,11,1,4,1,1,1,3
E00016811,Total,168,12,11,2,1,4,1,0,0,2,1,1,0,0,1,0,29,3,1,0,2,0,0,2,0,0,2,11,11,13,0,5,2,3,1,1,1,28,1,0,0,1,1,0,1,4,4,8,6,1,1,14,0,1,4,7,0,2,21,17,4,3,2,8,0,4,4,23,0,0,4,0,1,1,2,0,12,9,3,0,7,0,1,5,1,18,16,6,0,10,2,1,0,0,1,10,6,6,0,0,4,2,2,8,6,0,5,0,1,2,1,0,1,19,6,0,6,0,13,2,3,3,0,0,5
E00016812,Total,168,11,6,0,0,3,0,0,0,1,2,5,0,2,1,2,40,9,3,2,3,1,0,8,5,1,2,12,12,11,1,4,1,0,0,0,5,28,4,1,2,1,1,1,0,1,1,10,7,2,1,12,0,0,3,5,0,4,18,15,1,8,1,3,2,3,3,12,1,1,2,0,0,0,1,1,6,4,2,0,3,0,0,3,0,15,13,6,0,7,2,0,0,1,1,16,12,11,0,1,4,4,0,7,4,0,3,0,1,3,2,0,1,21,2,0,1,1,19,3,9,4,0,1,2
E00016816,Total,101,10,3,0,0,1,1,0,0,0,1,7,0,1,0,6,18,2,0,0,2,0,0,1,0,0,1,8,8,7,2,1,1,1,0,0,2,13,0,0,0,0,3,0,3,0,0,7,5,2,0,3,0,0,1,1,0,1,13,12,7,0,1,3,1,1,1,14,0,0,2,0,2,0,0,0,9,6,3,0,3,0,0,3,0,11,8,2,0,6,3,2,0,1,0,8,6,5,0,1,2,2,0,6,0,0,0,0,0,6,6,0,0,8,0,0,0,0,8,2,3,2,0,1,0
E00016817,Total,127,10,7,1,0,1,1,0,1,2,1,3,0,0,0,3,24,5,0,1,4,0,0,4,1,1,2,6,6,9,0,6,0,1,1,0,1,18,0,0,0,0,3,0,3,1,1,3,1,1,1,11,0,1,1,6,0,3,19,13,1,7,0,4,1,6,6,11,2,2,2,0,0,0,2,0,6,2,4,0,1,0,0,1,0,9,8,2,1,5,1,0,1,0,0,8,4,4,0,0,4,3,1,10,0,0,0,0,0,10,9,1,0,18,2,1,1,0,16,1,7,2,1,1,4
E00016785,Total,84,7,2,0,0,1,1,0,0,0,0,5,0,3,0,2,18,2,1,0,1,0,0,7,2,0,5,3,3,6,0,1,0,4,0,0,1,19,3,0,1,2,2,1,1,0,0,8,7,1,0,6,0,0,2,2,0,2,4,4,1,0,2,1,0,0,0,8,0,0,1,0,0,0,1,0,2,1,1,0,5,0,0,3,2,9,8,2,0,6,1,0,0,1,0,6,5,5,0,0,1,1,0,2,1,0,0,1,0,1,1,0,0,11,0,0,0,0,11,3,1,0,0,3,4
E00016786,Total,125,10,5,1,0,2,1,0,0,0,1,5,0,0,1,4,23,5,1,0,4,0,0,4,1,2,1,7,7,7,1,2,0,1,0,0,3,22,1,1,0,0,2,0,2,1,1,5,4,1,0,13,0,0,2,6,0,5,15,10,2,4,2,2,0,5,5,8,0,0,5,1,0,1,3,0,2,1,1,0,1,0,0,0,1,16,11,5,0,6,5,0,4,1,0,7,5,5,0,0,2,2,0,7,1,0,0,1,0,6,6,0,0,17,2,0,2,0,15,2,4,4,0,1,4
E00016787,Total,180,8,3,0,1,1,0,0,0,0,1,5,0,2,0,3,12,1,1,0,0,0,0,5,1,0,4,3,3,3,0,0,0,2,0,0,1,19,10,3,6,1,0,0,0,0,0,2,2,0,0,7,0,1,0,4,0,2,22,19,3,4,4,7,1,3,3,12,2,2,1,0,0,0,1,0,3,2,1,0,6,0,0,6,0,18,12,0,1,11,6,0,3,1,2,25,22,21,1,0,3,3,0,19,2,1,1,0,0,17,15,1,1,45,3,0,2,1,42,2,10,20,2,5,3
E00016822,Total,152,9,7,0,0,4,0,0,0,1,2,2,0,0,0,2,21,4,0,0,4,0,0,3,0,0,3,5,5,9,1,5,0,3,0,0,0,19,3,1,0,2,3,2,1,1,1,2,0,2,0,10,0,0,6,3,0,1,16,10,4,0,4,0,2,6,6,15,2,2,3,1,0,0,2,0,4,2,1,1,6,0,1,5,0,20,12,3,0,9,8,1,1,4,2,22,20,18,0,2,2,1,1,10,1,1,0,0,0,9,7,2,0,20,1,0,1,0,19,0,10,2,0,1,6
E00016824,Total,125,8,5,1,0,3,1,0,0,0,0,3,0,2,0,1,28,4,1,0,3,0,0,9,1,2,6,5,5,10,1,3,1,3,0,0,2,15,6,1,3,2,2,2,0,1,1,1,1,0,0,5,0,1,0,4,0,0,17,16,4,2,3,4,3,1,1,8,0,0,4,0,0,1,2,1,4,3,1,0,0,0,0,0,0,17,14,2,0,12,3,0,1,1,1,14,10,10,0,0,4,4,0,7,1,0,0,0,1,6,5,1,0,11,0,0,0,0,11,1,3,2,2,0,3
E00016445,Total,165,16,13,0,1,8,1,0,0,0,3,3,0,2,0,1,56,6,1,1,4,0,0,11,3,1,7,16,16,23,4,10,0,2,0,0,7,36,0,0,0,0,2,1,1,2,2,7,6,1,0,25,0,0,9,12,0,4,19,18,3,7,5,1,2,1,1,3,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,14,8,3,0,5,6,2,2,2,0,10,7,7,0,0,3,2,1,2,0,0,0,0,0,2,2,0,0,9,0,0,0,0,9,2,0,1,0,0,6
E00016448,Total,184,21,14,4,0,5,0,0,0,1,4,7,0,0,0,7,66,12,1,5,5,1,0,13,7,2,4,19,19,22,3,9,1,4,2,0,3,30,4,2,0,2,2,1,1,1,1,9,7,1,1,14,0,1,4,7,0,2,21,20,5,3,4,7,1,1,1,16,4,4,1,0,0,0,1,0,5,3,2,0,6,1,0,4,1,15,7,6,0,1,8,3,4,0,1,7,7,6,1,0,0,0,0,5,1,0,0,0,1,4,4,0,0,3,0,0,0,0,3,1,1,0,0,0,1
E00016452,Total,167,29,20,0,4,6,4,0,0,1,5,9,0,4,0,5,59,6,0,0,6,0,0,16,10,1,5,16,16,21,2,6,5,1,2,1,4,32,3,0,1,2,1,1,0,1,1,13,8,2,3,14,0,2,2,7,0,3,19,13,3,1,3,4,2,6,6,4,0,0,2,0,1,0,1,0,1,1,0,0,1,0,0,0,1,11,2,1,0,1,9,4,5,0,0,2,1,0,1,0,1,0,1,4,2,0,0,1,1,2,2,0,0,7,0,0,0,0,7,1,0,0,0,1,5
E00016454,Total,150,22,18,0,2,11,0,0,0,1,4,4,0,2,0,2,65,12,1,1,10,0,0,16,4,3,9,18,18,19,4,8,0,4,0,0,3,27,3,0,0,3,3,1,2,0,0,10,7,1,2,11,0,0,4,4,0,3,9,9,3,2,3,1,0,0,0,7,0,0,1,0,0,1,0,0,2,0,2,0,4,0,0,4,0,7,3,3,0,0,4,1,2,1,0,3,3,2,1,0,0,0,0,4,2,1,0,1,0,2,2,0,0,6,1,0,0,1,5,0,3,2,0,0,0
E00016455,Total,142,18,13,1,2,1,1,2,1,1,4,5,0,1,0,4,40,4,0,2,2,0,0,6,4,0,2,8,8,22,1,8,1,0,2,0,10,24,2,1,1,0,2,0,2,0,0,13,9,3,1,7,0,0,0,2,0,5,16,14,1,2,6,3,2,2,2,13,3,3,1,0,0,0,1,0,4,2,2,0,5,1,2,2,0,10,8,7,0,1,2,1,1,0,0,7,5,3,0,2,2,2,0,2,2,0,0,2,0,0,0,0,0,12,0,0,0,0,12,0,6,2,1,0,3
E00016446,Total,222,29,23,1,1,12,2,2,0,0,5,6,0,1,0,5,63,10,0,1,8,0,1,2,0,1,1,16,16,35,5,11,7,4,1,0,7,68,1,0,0,1,3,1,2,0,0,40,34,3,3,24,0,0,14,9,0,1,25,18,3,6,5,3,1,7,7,10,0,0,3,1,0,0,2,0,3,2,1,0,4,0,1,3,0,7,5,2,1,2,2,0,0,1,1,2,1,1,0,0,1,1,0,2,1,0,0,0,1,1,1,0,0,16,0,0,0,0,16,2,7,2,0,0,5
E00016453,Total,117,9,6,0,1,4,0,0,0,0,1,3,0,1,0,2,32,6,1,0,5,0,0,4,2,1,1,11,11,11,2,8,0,0,0,0,1,29,3,1,0,2,2,2,0,0,0,10,7,0,3,14,0,1,4,5,0,4,13,10,4,1,2,3,0,3,3,5,0,0,1,0,0,0,1,0,3,0,3,0,1,0,0,1,0,10,3,0,0,3,7,5,0,2,0,3,3,1,1,1,0,0,0,6,3,2,0,0,1,3,3,0,0,10,0,0,0,0,10,0,3,4,0,1,2
E00016456,Total,160,15,6,0,2,3,0,1,0,0,0,9,0,2,1,6,51,8,1,2,4,0,1,7,2,2,3,7,7,29,2,10,6,4,1,0,6,47,0,0,0,0,2,0,2,0,0,34,29,5,0,11,0,0,3,4,0,4,13,12,2,2,1,5,2,1,1,7,0,0,2,0,0,1,1,0,4,3,1,0,1,0,1,0,0,9,4,1,0,3,5,1,0,2,2,8,7,6,1,0,1,1,0,2,0,0,0,0,0,2,2,0,0,8,0,0,0,0,8,2,0,1,0,0,5
E00016457,Total,191,26,14,0,3,7,1,0,0,0,3,12,0,3,1,8,55,10,0,1,8,0,1,15,6,2,7,8,8,22,1,8,2,0,2,1,8,49,0,0,0,0,5,2,3,2,2,24,23,1,0,18,0,1,3,8,0,6,18,14,7,2,3,1,1,4,4,12,0,0,2,0,0,0,2,0,7,5,1,1,3,0,0,3,0,8,6,5,0,1,2,2,0,0,0,11,9,7,2,0,2,1,1,2,1,0,0,0,1,1,1,0,0,10,0,0,0,0,10,0,0,1,0,3,6
E00016462,Total,169,16,12,2,0,8,1,0,0,1,0,4,0,2,0,2,64,7,1,0,6,0,0,9,3,1,5,13,13,35,3,10,6,1,3,2,10,41,4,1,0,3,1,0,1,3,3,17,11,4,2,16,0,0,6,6,0,4,16,11,4,4,0,3,0,5,5,7,0,0,1,0,0,0,1,0,2,2,0,0,4,1,0,3,0,15,8,6,0,2,7,4,1,2,0,3,3,3,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,5,0,0,0,0,5,0,3,0,1,0,1
E00173944,Total,190,22,9,3,0,4,1,0,0,0,1,13,0,8,0,5,40,7,0,1,6,0,0,4,1,0,3,10,10,19,1,9,1,0,2,0,6,53,2,1,1,0,1,0,1,0,0,35,34,1,0,15,0,2,5,6,0,2,16,9,4,2,3,0,0,7,7,18,0,0,4,0,0,0,4,0,1,1,0,0,13,0,0,12,1,7,3,2,0,1,4,3,1,0,0,11,10,10,0,0,1,1,0,9,5,0,1,0,4,4,4,0,0,14,1,0,1,0,13,0,3,1,0,2,7
E00173945,Total,156,18,13,0,1,4,1,1,0,1,5,5,0,2,0,3,53,6,1,0,5,0,0,5,1,0,4,12,12,30,4,13,0,1,0,0,12,30,2,1,0,1,2,1,1,1,1,9,5,3,1,16,0,2,5,7,0,2,15,11,3,1,4,2,1,4,4,13,0,0,4,1,0,1,2,0,7,3,4,0,2,0,0,2,0,9,8,4,1,3,1,0,1,0,0,6,5,3,2,0,1,1,0,2,0,0,0,0,0,2,0,0,2,10,0,0,0,0,10,0,2,5,0,0,3
