OA11CD,Rural Urban,Total,"1. Managers, directors and senior officials",11. Corporate managers and directors,111. Chief Executives and Senior Officials,112. Production Managers and Directors,113. Functional Managers and Directors,115. Financial Institution Managers and Directors,116. Managers and Directors in Transport and Logistics,117. Senior Officers in Protective Services,118. Health and Social Services Managers and Directors,119. Managers and Directors in Retail and Wholesale,12. Other managers and proprietors,121. Managers and Proprietors in Agriculture Related Services,122. Managers and Proprietors in Hospitality and Leisure Services,124. Managers and Proprietors in Health and Care Services,125. Managers and Proprietors in Other Services,2. Professional occupations,"21. Science research, engineering and technology professionals",211. Natural and Social Science Professionals,212. Engineering Professionals,213. Information Technology and Telecommunications Professionals,214. Conservation and Environment Professionals,215. Research and Development Managers,22. Health professionals,221. Health Professionals,222. Therapy Professionals,223. Nursing and Midwifery Professionals,23. Teaching and educational professionals,231. Teaching and Educational Professionals,"24. Business, media and public service professionals",241. Legal Professionals,242. Research and Administrative Professionals,"243. Architects, Town Planners and Surveyors",244. Welfare Professionals,245. Librarians and Related Professionals,246. Quality and Regulatory Professionals,247. Media Professionals,3. Associate professional and technical occupations,"31. Science, engineering and technology associate professionals","311. Science, Engineering and Production Technicians",312. Draughtspersons and Related Architectural Technicians,313. Information Technology Technicians,32. Health and social care associate professionals,321. Health Associate Professionals,323. Welfare and Housing Associate Professionals,33. Protective Service Occupations,331. Protective Service Occupations,"34. Culture, media and sports occupations","341. Artistic, Literary and Media Occupations",342. Design Occupations,344. Sports and Fitness Occupations,35. Business and public service associate professionals,351. Transport Associate Professionals,352. Legal Associate Professionals,"353. Business, Finance and Related Associate Professionals","354. Sales, Marketing and Related Associate Professionals",355. Conservation and Environmental associate professionals,356. Public Services and Other Associate Professionals,4. Administrative and secretarial occupations,41. Administrative occupations,411. Government and Related Organisations,412. Finance,413. Records,415. Other Administrative Occupations,416. Office Managers and Supervisors,42. Secretarial and related occupations,421. Secretarial and Related Occupations,5. Skilled trades occupations,51. Skilled agricultural and related trades,511. Agricultural and Related Trades,"52. Skilled metal, electrical and electronic trades","521. Metal Forming, Welding and Related Trades","522. Metal Machining, Fitting and Instrument Making Trades",523. Vehicle Trades,524. Electrical and Electronic Trades,"525. Skilled Metal, Electrical and Electronic Trades Supervisors",53. Skilled construction and building trades,531. Construction and Building Trades,532. Building Finishing Trades,533. Construction and Building Trades Supervisors,"54. Textiles, printing and other skilled trades",541. Textiles and Garments Trades,542. Printing Trades,543. Food Preparation and Hospitality Trades,544. Other Skilled Trades,"6. Caring, leisure and other service occupations",61. Caring personal service occupations,612. Childcare and Related Personal Services,613. Animal Care and Control Services,614. Caring Personal Services,"62. Leisure, travel and related personal service occupations",621. Leisure and Travel Services,622. Hairdressers and Related Services,623. Housekeeping and Related Services,624. Cleaning and Housekeeping Managers and Supervisors,7. Sales and customer service occupations,71. Sales occupations,711. Sales Assistants and Retail Cashiers,712. Sales Related Occupations,713. Sales Supervisors,72. Customer service occupations,721. Customer Service Occupations,722. Customer Service Managers and Supervisors,"8. Process, plant and machine operatives","81. Process, plant and machine operatives",811. Process Operatives,812. Plant and Machine Operatives,813. Assemblers and Routine Operatives,814. Construction Operatives,82. Transport and mobile machine drivers and operatives,821. Road Transport Drivers,822. Mobile Machine Drivers and Operatives,823. Other Drivers and Transport Operatives,9. Elementary occupations,91. Elementary trades and related occupations,911. Elementary Agricultural Occupations,912. Elementary Construction Occupations,913. Elementary Process Plant Occupations,92. Elementary administration and service occupations,921. Elementary Administration Occupations,923. Elementary Cleaning Occupations,924. Elementary Security Occupations,925. Elementary Sales Occupations,926. Elementary Storage Occupations,927. Other Elementary Services Occupations
E00016134,Total,94,7,4,0,0,3,0,0,0,1,0,3,0,1,0,2,18,3,0,0,3,0,0,2,0,0,2,4,4,9,4,2,1,0,1,0,1,4,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,1,0,0,12,6,1,3,1,1,0,6,6,9,1,1,2,0,0,0,2,0,4,2,1,1,2,1,0,1,0,15,12,4,0,8,3,1,1,1,0,6,5,3,0,2,1,1,0,12,6,0,0,1,5,6,3,2,1,11,0,0,0,0,11,0,1,2,0,1,7
E00016140,Total,123,16,11,0,2,1,2,1,0,1,4,5,0,2,1,2,17,1,0,1,0,0,0,4,1,0,3,8,8,4,0,0,0,1,0,0,3,13,1,0,0,1,0,0,0,2,2,6,6,0,0,4,0,0,1,0,0,3,10,8,1,3,0,4,0,2,2,18,0,0,4,0,1,1,2,0,7,5,2,0,7,2,0,5,0,18,14,5,0,9,4,2,2,0,0,8,5,3,2,0,3,1,2,8,4,0,0,2,2,4,4,0,0,15,0,0,0,0,15,3,3,2,1,3,3
E00016118,Total,188,20,13,0,0,5,0,0,2,4,2,7,0,1,0,6,32,4,0,1,3,0,0,8,2,1,5,12,12,8,1,4,2,1,0,0,0,28,3,1,0,2,5,1,4,2,2,4,3,1,0,14,0,1,6,5,0,2,29,23,7,9,2,2,3,6,6,22,2,2,6,0,3,1,2,0,10,9,1,0,4,0,0,3,1,20,16,3,1,12,4,1,2,1,0,13,10,10,0,0,3,2,1,9,2,1,1,0,0,7,7,0,0,15,1,0,1,0,14,4,2,1,0,1,6
E00016154,Total,105,4,3,0,0,1,0,0,0,1,1,1,0,1,0,0,17,1,0,1,0,0,0,2,0,1,1,10,10,4,0,1,0,3,0,0,0,18,2,1,0,1,1,0,1,1,1,5,3,2,0,9,0,0,4,1,0,4,11,10,2,4,1,2,1,1,1,14,1,1,2,0,0,1,1,0,5,5,0,0,6,0,1,5,0,9,5,1,0,4,4,0,3,1,0,9,6,6,0,0,3,3,0,8,2,0,0,0,2,6,5,1,0,15,1,0,1,0,14,2,7,2,2,0,1
E00016155,Total,201,16,9,0,0,2,1,2,0,0,4,7,0,0,0,7,27,6,0,0,6,0,0,4,1,0,3,7,7,10,2,4,1,2,0,0,1,26,0,0,0,0,3,0,3,1,1,13,5,3,5,9,0,0,3,4,0,2,32,28,6,10,5,3,4,4,4,8,0,0,1,0,0,0,1,0,3,3,0,0,4,1,0,2,1,26,15,2,0,13,11,0,8,1,2,21,20,18,0,2,1,1,0,16,2,0,0,1,1,14,13,1,0,29,0,0,0,0,29,4,5,5,1,0,14
E00016156,Total,120,8,8,0,2,2,0,0,0,0,4,0,0,0,0,0,14,4,1,0,3,0,0,2,0,0,2,5,5,3,0,1,0,2,0,0,0,13,4,4,0,0,4,1,3,2,2,0,0,0,0,3,0,0,2,1,0,0,29,24,7,5,5,7,0,5,5,4,1,1,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,16,14,3,0,11,2,0,1,1,0,11,10,10,0,0,1,1,0,5,0,0,0,0,0,5,5,0,0,20,0,0,0,0,20,1,6,5,3,1,4
E00016157,Total,165,13,7,0,3,3,1,0,0,0,0,6,0,1,1,4,21,9,1,0,8,0,0,4,1,1,2,3,3,5,0,4,0,1,0,0,0,18,3,2,0,1,3,1,2,0,0,2,1,1,0,10,1,0,6,2,0,1,21,17,5,6,1,4,1,4,4,24,2,2,8,0,2,0,6,0,7,2,4,1,7,0,2,5,0,24,22,13,0,9,2,1,0,1,0,16,14,13,0,1,2,2,0,11,2,2,0,0,0,9,9,0,0,17,0,0,0,0,17,4,5,3,1,1,3
E00016112,Total,141,15,3,0,0,0,1,0,0,1,1,12,0,5,1,6,35,7,1,0,6,0,0,8,2,1,5,8,8,12,0,4,1,5,0,0,2,15,1,1,0,0,5,0,5,1,1,4,2,1,1,4,0,1,0,1,0,2,15,13,2,4,2,4,1,2,2,18,2,2,7,0,0,2,5,0,7,5,2,0,2,0,0,2,0,14,10,5,0,5,4,0,3,0,1,13,7,6,1,0,6,6,0,4,1,0,1,0,0,3,3,0,0,12,0,0,0,0,12,3,3,1,0,1,4
E00016119,Total,156,15,12,0,2,7,1,0,0,0,2,3,0,1,0,2,30,5,0,1,3,1,0,4,2,0,2,8,8,13,2,9,1,0,1,0,0,27,3,1,1,1,4,0,4,2,2,6,4,1,1,12,0,2,4,4,0,2,30,18,4,3,3,5,3,12,12,7,0,0,0,0,0,0,0,0,4,4,0,0,3,2,0,0,1,14,11,11,0,0,3,0,2,1,0,12,11,9,0,2,1,1,0,8,2,0,0,0,2,6,6,0,0,13,0,0,0,0,13,1,2,2,0,0,8
E00016121,Total,137,11,7,0,1,1,0,1,0,2,2,4,0,2,0,2,29,5,0,3,2,0,0,9,2,0,7,5,5,10,1,5,1,1,0,0,2,20,7,1,1,5,4,1,3,0,0,3,3,0,0,6,0,0,2,2,0,2,19,13,3,8,0,2,0,6,6,15,1,1,7,3,1,2,1,0,3,1,2,0,4,0,1,3,0,12,6,6,0,0,6,2,0,2,2,9,6,4,0,2,3,3,0,10,4,0,0,2,2,6,5,1,0,12,0,0,0,0,12,1,4,1,2,0,4
E00016123,Total,148,7,6,1,0,1,1,1,0,0,2,1,0,1,0,0,34,4,2,1,1,0,0,8,1,1,6,11,11,11,2,1,1,5,0,1,1,15,4,1,0,3,2,0,2,1,1,0,0,0,0,8,0,0,1,4,0,3,27,21,5,4,3,9,0,6,6,15,1,1,2,0,0,0,2,0,6,2,4,0,6,0,1,5,0,13,9,4,0,5,4,1,2,0,1,16,13,9,3,1,3,3,0,10,4,0,1,1,2,6,5,1,0,11,0,0,0,0,11,0,3,1,0,0,7
E00016158,Total,172,12,8,0,1,2,3,0,0,0,2,4,0,1,0,3,42,5,0,1,3,0,1,11,3,0,8,11,11,15,3,7,1,2,0,0,2,20,2,1,0,1,4,0,4,1,1,6,6,0,0,7,0,1,3,0,0,3,29,19,7,1,3,7,1,10,10,15,1,1,5,0,1,3,0,1,5,3,2,0,4,0,2,1,1,18,15,5,1,9,3,2,0,1,0,17,14,8,3,3,3,3,0,10,1,1,0,0,0,9,8,1,0,9,0,0,0,0,9,2,1,2,0,0,4
E00016113,Total,150,8,4,0,1,0,0,0,0,0,3,4,0,3,0,1,14,3,0,0,3,0,0,3,1,0,2,4,4,4,1,1,0,1,1,0,0,20,1,0,0,1,3,2,1,1,1,6,4,2,0,9,0,1,4,2,0,2,25,21,5,5,2,8,1,4,4,14,0,0,8,0,2,0,6,0,4,3,1,0,2,0,0,2,0,23,17,8,0,9,6,1,2,2,1,13,10,8,0,2,3,3,0,12,2,0,1,1,0,10,8,0,2,21,3,0,3,0,18,1,4,4,2,3,4
E00016120,Total,122,5,3,0,0,0,1,0,0,1,1,2,0,1,0,1,17,7,2,3,2,0,0,4,1,0,3,4,4,2,0,1,0,1,0,0,0,10,0,0,0,0,1,0,1,2,2,1,0,0,1,6,0,0,3,0,0,3,18,13,3,4,2,4,0,5,5,12,2,2,4,0,1,0,3,0,4,3,1,0,2,1,0,0,1,22,19,8,0,11,3,0,1,1,1,12,10,10,0,0,2,2,0,9,2,0,0,0,2,7,5,1,1,17,1,0,0,1,16,2,3,3,1,2,5
E00016122,Total,140,10,5,0,1,1,1,0,0,1,1,5,0,2,0,3,22,4,0,0,4,0,0,8,3,0,5,6,6,4,0,2,0,2,0,0,0,8,0,0,0,0,2,1,1,2,2,2,0,1,1,2,0,0,1,0,0,1,20,18,1,5,5,5,2,2,2,17,0,0,3,0,0,3,0,0,10,5,5,0,4,2,0,1,1,18,16,8,0,8,2,0,0,2,0,9,7,7,0,0,2,2,0,13,2,1,0,0,1,11,8,1,2,23,0,0,0,0,23,1,5,10,2,0,5
E00016124,Total,124,7,5,0,1,0,1,0,0,0,3,2,0,0,0,2,17,5,1,1,3,0,0,6,2,0,4,1,1,5,0,3,1,1,0,0,0,11,2,1,0,1,1,0,1,1,1,1,0,1,0,6,0,0,3,2,0,1,19,16,5,6,3,2,0,3,3,18,1,1,1,0,0,0,1,0,11,7,4,0,5,1,0,3,1,18,12,4,1,7,6,2,2,1,1,12,8,8,0,0,4,4,0,9,2,0,1,0,1,7,6,0,1,13,1,0,1,0,12,1,4,3,1,1,2
E00016125,Total,147,5,1,0,0,0,0,0,0,0,1,4,0,3,0,1,16,4,2,0,2,0,0,4,0,0,4,4,4,4,0,1,1,2,0,0,0,23,1,1,0,0,3,1,2,3,3,4,1,2,1,12,0,1,6,3,0,2,14,12,3,4,1,4,0,2,2,17,0,0,3,0,1,1,1,0,7,5,1,1,7,0,1,6,0,19,17,10,0,7,2,0,2,0,0,15,14,11,3,0,1,1,0,12,3,0,1,0,2,9,9,0,0,26,1,0,1,0,25,2,7,4,2,4,6
E00016114,Total,123,7,2,0,0,0,0,0,0,0,2,5,0,1,1,3,15,3,0,2,1,0,0,3,0,0,3,1,1,8,1,5,0,1,0,0,1,12,1,0,0,1,2,0,2,0,0,2,1,1,0,7,0,0,5,0,0,2,18,16,6,3,0,6,1,2,2,8,2,2,1,1,0,0,0,0,4,4,0,0,1,0,0,1,0,8,8,4,0,4,0,0,0,0,0,20,17,15,1,1,3,3,0,12,4,1,2,0,1,8,7,0,1,23,1,0,1,0,22,4,10,2,2,0,4
E00016128,Total,126,8,5,0,2,1,1,0,0,0,1,3,0,0,0,3,14,2,0,2,0,0,0,5,0,0,5,5,5,2,0,1,1,0,0,0,0,12,4,0,0,4,2,1,1,1,1,1,0,0,1,4,0,0,0,1,0,3,20,16,2,6,2,4,2,4,4,8,0,0,5,0,0,1,4,0,1,1,0,0,2,0,0,1,1,19,17,7,0,10,2,1,1,0,0,12,10,9,0,1,2,2,0,10,2,0,0,0,2,8,8,0,0,23,0,0,0,0,23,1,4,7,2,2,7
E00016130,Total,144,10,4,0,2,1,0,0,0,0,1,6,0,3,0,3,22,4,1,1,2,0,0,5,1,2,2,3,3,10,1,3,0,5,0,1,0,19,2,0,1,1,5,1,4,2,2,4,4,0,0,6,0,0,3,3,0,0,10,7,0,3,1,2,1,3,3,14,0,0,7,0,2,0,5,0,4,3,1,0,3,1,1,1,0,24,20,8,1,11,4,3,0,1,0,19,17,16,0,1,2,2,0,7,4,2,0,0,2,3,2,0,1,19,2,0,1,1,17,3,4,3,0,2,5
E00016133,Total,131,9,4,0,0,0,0,0,0,1,3,5,0,1,1,3,16,2,0,0,2,0,0,6,0,1,5,2,2,6,1,2,0,3,0,0,0,13,2,0,0,2,2,0,2,0,0,4,3,0,1,5,0,1,1,2,0,1,12,9,6,1,0,2,0,3,3,17,4,4,4,0,2,1,1,0,6,4,2,0,3,0,0,3,0,14,12,6,0,6,2,1,1,0,0,17,15,12,2,1,2,2,0,12,5,0,1,0,4,7,6,0,1,21,3,0,3,0,18,3,4,6,1,1,3
E00016135,Total,132,11,7,0,1,2,0,0,0,0,4,4,0,3,0,1,16,6,0,2,3,0,1,3,0,0,3,1,1,6,0,3,0,3,0,0,0,14,4,1,0,3,3,2,1,1,1,0,0,0,0,6,0,0,3,0,0,3,16,12,8,1,1,2,0,4,4,9,0,0,2,0,0,0,2,0,1,1,0,0,6,0,0,5,1,19,14,4,0,10,5,0,2,2,1,19,16,16,0,0,3,3,0,8,2,0,1,0,1,6,6,0,0,20,2,0,1,1,18,3,3,3,0,5,4
E00016948,Total,135,8,3,0,2,0,0,1,0,0,0,5,0,1,1,3,11,0,0,0,0,0,0,6,0,0,6,1,1,4,1,1,0,1,0,0,1,17,2,1,0,1,1,0,1,1,1,2,2,0,0,11,0,1,3,2,0,5,10,8,4,3,0,1,0,2,2,12,2,2,3,0,0,0,3,0,3,2,1,0,4,0,0,3,1,28,21,10,0,11,7,0,3,3,1,16,13,11,0,2,3,3,0,7,3,0,0,0,3,4,4,0,0,26,2,0,0,2,24,1,10,8,0,1,4
E00016949,Total,130,7,2,0,1,1,0,0,0,0,0,5,0,1,1,3,20,1,0,0,0,1,0,7,2,0,5,7,7,5,0,1,2,2,0,0,0,5,1,0,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,0,1,17,14,1,4,2,6,1,3,3,14,3,3,5,0,0,2,3,0,4,1,3,0,2,0,0,2,0,23,20,9,0,11,3,0,2,1,0,15,14,13,0,1,1,1,0,6,1,0,0,0,1,5,5,0,0,23,0,0,0,0,23,2,9,3,1,2,6
E00016951,Total,127,4,0,0,0,0,0,0,0,0,0,4,0,1,0,3,17,3,0,1,2,0,0,4,0,0,4,5,5,5,0,2,1,2,0,0,0,20,2,0,1,1,2,0,2,5,5,1,1,0,0,10,0,0,1,6,0,3,16,13,6,3,2,1,1,3,3,13,1,1,3,0,1,1,1,0,3,2,1,0,6,1,0,5,0,14,8,1,0,7,6,1,2,2,1,16,11,11,0,0,5,5,0,7,0,0,0,0,0,7,7,0,0,20,0,0,0,0,20,0,10,3,3,0,4
E00016955,Total,109,12,2,0,1,1,0,0,0,0,0,10,0,6,0,4,11,1,0,0,1,0,0,2,1,0,1,1,1,7,0,2,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,3,0,0,11,9,4,1,1,2,1,2,2,14,0,0,3,0,0,1,2,0,5,5,0,0,6,0,2,4,0,20,15,13,0,2,5,1,2,2,0,20,15,13,1,1,5,4,1,8,1,0,0,0,1,7,5,1,1,8,0,0,0,0,8,0,2,2,0,0,4
E00016956,Total,95,4,2,0,0,0,0,0,0,1,1,2,0,0,0,2,15,3,1,1,1,0,0,3,1,0,2,2,2,7,0,3,2,1,0,0,1,10,3,2,1,0,2,0,2,0,0,2,0,1,1,3,0,0,0,0,0,3,8,8,2,1,1,4,0,0,0,10,1,1,4,1,2,0,1,0,4,3,1,0,1,0,0,1,0,21,19,8,0,11,2,0,2,0,0,5,5,5,0,0,0,0,0,9,4,1,0,1,2,5,5,0,0,13,1,0,1,0,12,1,1,1,1,4,4
E00016950,Total,137,15,8,0,0,1,2,1,0,0,4,7,0,3,1,3,21,7,1,1,4,0,1,5,0,0,5,4,4,5,2,1,1,1,0,0,0,7,1,1,0,0,0,0,0,2,2,0,0,0,0,4,0,0,2,1,0,1,19,16,3,0,8,5,0,3,3,21,1,1,6,1,1,1,3,0,8,7,1,0,6,0,1,5,0,15,13,6,0,7,2,1,1,0,0,15,15,14,0,1,0,0,0,9,3,1,0,0,2,6,4,0,2,15,1,0,0,1,14,4,6,2,0,0,2
E00016967,Total,123,8,3,0,0,0,2,0,0,0,1,5,0,1,1,3,23,6,1,3,2,0,0,6,1,0,5,2,2,9,2,4,0,3,0,0,0,11,0,0,0,0,1,0,1,0,0,4,4,0,0,6,0,1,2,1,0,2,23,19,3,13,2,1,0,4,4,10,0,0,4,0,0,2,1,1,2,2,0,0,4,1,0,3,0,15,8,3,0,5,7,0,7,0,0,9,8,6,2,0,1,1,0,11,1,0,0,1,0,10,8,0,2,13,1,0,1,0,12,0,3,3,0,2,4
E00016968,Total,126,13,6,0,1,2,0,0,0,1,2,7,0,0,1,6,26,7,0,1,5,0,1,5,1,0,4,7,7,7,0,5,1,1,0,0,0,11,2,2,0,0,2,0,2,2,2,1,1,0,0,4,0,0,1,2,0,1,16,14,3,5,2,3,1,2,2,14,0,0,6,0,1,2,3,0,5,2,3,0,3,0,0,1,2,16,12,9,0,3,4,1,2,1,0,12,10,9,0,1,2,1,1,4,0,0,0,0,0,4,3,0,1,14,0,0,0,0,14,6,1,4,0,1,2
E00016969,Total,102,6,4,0,0,1,1,0,0,1,1,2,0,1,1,0,10,2,0,2,0,0,0,5,1,0,4,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,3,1,1,0,0,0,0,5,0,1,1,1,0,2,18,15,3,7,1,3,1,3,3,13,0,0,6,1,0,3,2,0,3,0,2,1,4,0,0,3,1,9,5,2,0,3,4,3,0,0,1,12,11,8,2,1,1,1,0,8,4,2,1,0,1,4,3,0,1,17,1,0,0,1,16,1,9,1,2,0,3
E00016971,Total,142,7,4,0,1,1,0,0,0,1,1,3,0,0,0,3,36,11,0,1,10,0,0,9,2,0,7,9,9,7,1,0,3,2,0,0,1,8,1,1,0,0,1,0,1,1,1,1,0,1,0,4,0,0,1,1,0,2,20,14,3,4,1,3,3,6,6,13,0,0,4,0,1,0,3,0,8,6,2,0,1,0,0,1,0,15,12,4,0,8,3,0,2,1,0,18,17,16,1,0,1,1,0,7,2,0,0,0,2,5,5,0,0,18,1,0,1,0,17,3,5,2,0,1,6
E00016928,Total,167,12,8,0,1,3,0,1,0,2,1,4,0,1,0,3,18,2,0,1,1,0,0,7,2,0,5,4,4,5,1,1,1,2,0,0,0,20,5,2,0,3,2,0,2,1,1,6,5,0,1,6,0,0,1,1,0,4,21,17,4,3,3,6,1,4,4,25,2,2,8,1,0,2,4,1,9,2,6,1,6,0,0,5,1,22,14,7,0,7,8,1,4,2,1,22,18,17,1,0,4,4,0,11,2,0,0,0,2,9,9,0,0,16,0,0,0,0,16,1,4,6,0,3,2
E00016947,Total,86,4,2,0,0,0,0,0,0,1,1,2,0,0,0,2,8,1,0,0,1,0,0,2,1,0,1,3,3,2,0,0,0,1,0,0,1,6,1,1,0,0,2,0,2,0,0,0,0,0,0,3,0,0,2,0,0,1,15,13,2,2,3,5,1,2,2,15,1,1,4,0,0,1,2,1,9,7,2,0,1,0,0,1,0,12,9,3,0,6,3,1,1,1,0,7,6,6,0,0,1,1,0,8,2,1,0,1,0,6,5,1,0,11,2,0,2,0,9,0,6,1,0,0,2
E00016958,Total,138,7,0,0,0,0,0,0,0,0,0,7,0,3,0,4,20,5,1,1,3,0,0,7,0,0,7,5,5,3,0,2,0,1,0,0,0,14,3,1,0,2,1,0,1,0,0,2,2,0,0,8,0,0,2,1,0,5,19,14,4,7,0,3,0,5,5,22,2,2,8,0,1,0,7,0,7,5,2,0,5,1,0,4,0,16,12,2,0,10,4,1,2,1,0,12,9,9,0,0,3,2,1,7,1,0,0,1,0,6,6,0,0,21,1,0,0,1,20,4,3,3,0,7,3
E00016963,Total,144,12,7,1,0,3,0,1,0,0,2,5,0,1,0,4,30,6,1,2,3,0,0,8,2,0,6,5,5,11,0,3,1,3,2,2,0,16,4,0,0,4,2,0,2,0,0,4,2,2,0,6,0,0,2,1,0,3,8,5,2,2,1,0,0,3,3,19,2,2,5,0,0,2,3,0,6,4,1,1,6,1,2,3,0,12,11,6,0,5,1,0,0,1,0,22,20,20,0,0,2,2,0,5,2,1,0,0,1,3,2,1,0,20,3,0,1,2,17,1,2,9,1,1,3
E00016937,Total,168,12,6,0,1,4,0,1,0,0,0,6,0,4,0,2,30,4,0,2,2,0,0,8,2,0,6,7,7,11,1,5,2,0,0,0,3,20,5,3,0,2,4,0,4,0,0,3,1,1,1,8,0,0,5,3,0,0,36,25,8,7,2,6,2,11,11,15,0,0,5,1,1,1,2,0,5,4,1,0,5,0,1,4,0,13,8,1,0,7,5,2,0,3,0,17,14,12,2,0,3,2,1,8,0,0,0,0,0,8,8,0,0,17,0,0,0,0,17,3,4,3,1,3,3
E00016959,Total,124,11,7,1,1,2,1,0,0,2,0,4,0,0,0,4,20,1,0,0,1,0,0,4,3,0,1,7,7,8,2,1,1,1,0,0,3,14,2,0,0,2,2,0,2,1,1,2,1,1,0,7,0,0,0,2,0,5,16,12,5,2,1,3,1,4,4,16,1,1,6,1,0,2,3,0,5,2,3,0,4,0,0,4,0,15,8,6,0,2,7,0,6,1,0,17,16,12,3,1,1,1,0,3,1,0,0,1,0,2,2,0,0,12,0,0,0,0,12,2,3,0,0,1,6
E00016962,Total,167,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,19,4,0,0,4,0,0,7,0,1,6,3,3,5,1,1,0,3,0,0,0,21,2,0,1,1,2,0,2,3,3,3,3,0,0,11,0,0,6,4,0,1,11,8,0,2,2,3,1,3,3,21,0,0,3,0,1,0,1,1,8,5,3,0,10,0,1,9,0,32,24,8,0,16,8,0,2,2,4,18,12,11,0,1,6,6,0,12,6,1,1,0,4,6,5,0,1,31,5,0,2,3,26,4,7,4,1,2,8
E00016965,Total,120,8,1,0,0,0,0,0,0,0,1,7,0,0,0,7,14,2,0,1,1,0,0,7,3,0,4,5,5,0,0,0,0,0,0,0,0,11,3,2,0,1,0,0,0,4,4,1,1,0,0,3,0,0,1,1,0,1,19,17,1,9,2,5,0,2,2,12,1,1,3,0,1,0,2,0,2,1,1,0,6,0,0,6,0,10,7,4,0,3,3,0,1,1,1,13,8,8,0,0,5,4,1,10,2,1,0,0,1,8,7,0,1,23,1,0,0,1,22,1,9,5,0,1,6
E00016970,Total,156,9,4,0,1,1,0,0,0,0,2,5,0,2,0,3,25,7,0,4,3,0,0,8,1,0,7,4,4,6,0,3,1,2,0,0,0,12,4,1,0,3,1,0,1,4,4,0,0,0,0,3,0,0,2,0,0,1,17,12,4,3,1,4,0,5,5,9,1,1,2,0,0,0,2,0,4,3,1,0,2,0,0,2,0,32,22,8,0,14,10,2,2,0,6,21,19,17,1,1,2,2,0,9,5,0,3,0,2,4,4,0,0,22,2,0,1,1,20,3,6,3,1,4,3
E00016934,Total,165,11,1,0,0,1,0,0,0,0,0,10,0,3,1,6,33,7,2,1,4,0,0,10,2,0,8,5,5,11,1,5,3,2,0,0,0,16,1,0,0,1,5,1,4,2,2,1,1,0,0,7,0,0,1,4,0,2,26,18,3,3,5,7,0,8,8,21,0,0,7,0,0,2,4,1,10,5,3,2,4,0,2,2,0,13,12,5,0,7,1,0,1,0,0,22,18,16,2,0,4,3,1,8,2,0,2,0,0,6,6,0,0,15,1,0,0,1,14,3,2,3,0,1,5
E00016935,Total,196,11,8,0,1,2,1,1,0,1,2,3,0,1,0,2,23,4,2,0,2,0,0,7,1,0,6,6,6,6,2,2,0,1,1,0,0,25,1,0,0,1,1,0,1,3,3,5,2,2,1,15,0,1,3,3,0,8,37,29,8,7,4,8,2,8,8,40,0,0,21,0,6,5,10,0,11,8,3,0,8,2,2,3,1,12,9,6,1,2,3,0,3,0,0,20,14,13,1,0,6,4,2,14,3,1,1,0,1,11,11,0,0,14,0,0,0,0,14,2,5,5,1,0,1
E00016936,Total,163,22,13,0,5,5,0,2,0,0,1,9,0,1,0,8,27,2,1,1,0,0,0,8,4,0,4,3,3,14,3,4,2,3,0,0,2,21,2,2,0,0,4,0,4,0,0,4,3,0,1,11,0,1,1,3,0,6,29,20,2,4,3,8,3,9,9,18,0,0,7,0,2,0,5,0,5,3,1,1,6,0,0,3,3,14,8,5,0,3,6,2,3,0,1,13,10,8,1,1,3,2,1,5,1,0,0,0,1,4,3,0,1,14,0,0,0,0,14,3,5,1,0,2,3
E00016938,Total,144,15,9,0,4,2,1,0,0,1,1,6,0,2,0,4,28,4,0,2,2,0,0,9,1,0,8,3,3,12,1,5,2,3,1,0,0,10,1,1,0,0,1,0,1,1,1,3,2,1,0,4,0,0,1,1,0,2,15,12,0,2,1,7,2,3,3,18,0,0,7,0,2,2,3,0,10,6,4,0,1,0,0,1,0,16,14,7,0,7,2,1,1,0,0,16,15,13,0,2,1,1,0,6,0,0,0,0,0,6,6,0,0,20,2,0,2,0,18,4,5,4,0,1,4
E00016939,Total,156,16,7,1,0,1,2,1,0,0,2,9,0,5,0,4,19,3,0,0,3,0,0,4,1,0,3,4,4,8,0,6,0,1,0,0,1,20,2,0,1,1,2,0,2,3,3,4,2,1,1,9,0,2,2,4,0,1,26,19,2,5,8,3,1,7,7,21,1,1,5,0,0,2,3,0,6,3,3,0,9,0,2,5,2,15,14,8,0,6,1,1,0,0,0,18,18,15,3,0,0,0,0,6,0,0,0,0,0,6,6,0,0,15,0,0,0,0,15,3,4,0,2,1,5
E00016496,Total,142,13,9,0,1,6,1,0,0,0,1,4,0,3,0,1,31,11,0,2,8,1,0,3,1,0,2,10,10,7,2,1,0,3,0,1,0,26,1,0,0,1,1,1,0,3,3,7,2,3,2,14,0,1,8,4,0,1,25,15,2,6,1,4,2,10,10,14,0,0,4,0,1,0,2,1,3,3,0,0,7,0,0,7,0,8,5,2,0,3,3,0,3,0,0,8,7,6,1,0,1,1,0,5,2,0,0,0,2,3,2,1,0,12,1,0,1,0,11,0,6,2,0,1,2
